disease,state,transmission_mode,border_sensitive,baseline_mean_rate,covid_mean_rate,post_mean_rate,covid_oe,post_oe,covid_pct
Campylobacteriosis,QLD,enteric,FALSE,161.6,168.5,168.66666666666666,1.0426980198019802,1.0437293729372936,4.269801980198023
Campylobacteriosis,SA,enteric,FALSE,167.4,157,163.66666666666666,0.9378733572281959,0.9776981282357625,-6.2126642771804095
Campylobacteriosis,TAS,enteric,FALSE,165,182.5,201.66666666666666,1.106060606060606,1.222222222222222,10.606060606060606
Campylobacteriosis,VIC,enteric,FALSE,118.8,119,131,1.0016835016835017,1.1026936026936027,0.16835016835017075
Campylobacteriosis,WA,enteric,FALSE,128.4,110.5,160.66666666666666,0.8605919003115264,1.2512980269989615,-13.940809968847356
Chikungunya virus infection,ACT,vector_borne,TRUE,0.096,0.335,0.42,3.4895833333333335,4.375,248.95833333333334
Chikungunya virus infection,NSW,vector_borne,TRUE,0.436,0.03,0.25666666666666665,0.06880733944954129,0.5886850152905199,-93.11926605504588
Chikungunya virus infection,NT,vector_borne,TRUE,0.764,0.2,0.6666666666666666,0.2617801047120419,0.8726003490401395,-73.82198952879581
Chikungunya virus infection,QLD,vector_borne,TRUE,0.168,0.04,0.20666666666666667,0.23809523809523808,1.23015873015873,-76.19047619047619
Chikungunya virus infection,SA,vector_borne,TRUE,0.186,0.17,0.25,0.913978494623656,1.3440860215053763,-8.602150537634401
Chikungunya virus infection,TAS,vector_borne,TRUE,0.266,0,0.11333333333333334,0,0.4260651629072682,-100
Chikungunya virus infection,VIC,vector_borne,TRUE,0.51,0.06999999999999999,0.44333333333333336,0.1372549019607843,0.869281045751634,-86.27450980392157
Chikungunya virus infection,WA,vector_borne,TRUE,0.38,0.13,0.53,0.34210526315789475,1.3947368421052633,-65.78947368421053
Chlamydial infection,ACT,STI,FALSE,351.2,310,284.6666666666667,0.8826879271070616,0.8105542900531512,-11.731207289293847
Chlamydial infection,NSW,STI,FALSE,359.2,322,342.6666666666667,0.8964365256124722,0.9539717891610988,-10.356347438752781
Chlamydial infection,NT,STI,FALSE,1126.4,1078.5,1149,0.9574751420454545,1.0200639204545454,-4.252485795454553
Chlamydial infection,QLD,STI,FALSE,471,437.5,440.3333333333333,0.9288747346072187,0.9348903043170559,-7.112526539278131
Chlamydial infection,SA,STI,FALSE,340.4,310.5,314.3333333333333,0.9121621621621622,0.9234234234234234,-8.783783783783777
Chlamydial infection,TAS,STI,FALSE,304.2,244,261.3333333333333,0.802103879026956,0.8590839360070129,-19.789612097304403
Chlamydial infection,VIC,STI,FALSE,384,285,355,0.7421875,0.9244791666666666,-25.78125
Chlamydial infection,WA,STI,FALSE,444.4,398,433,0.8955895589558956,0.9743474347434744,-10.441044104410437
Cryptosporidiosis,ACT,enteric,FALSE,9.6,2.5,22.666666666666668,0.2604166666666667,2.361111111111111,-73.95833333333334
Cryptosporidiosis,NSW,enteric,FALSE,12.6,6,22.666666666666668,0.4761904761904762,1.798941798941799,-52.38095238095239
Cryptosporidiosis,NT,enteric,FALSE,60,49.5,45.333333333333336,0.825,0.7555555555555556,-17.5
Cryptosporidiosis,QLD,enteric,FALSE,27.6,12,50,0.43478260869565216,1.8115942028985506,-56.52173913043479
Cryptosporidiosis,SA,enteric,FALSE,17.6,6.5,22,0.36931818181818177,1.25,-63.06818181818182
Cryptosporidiosis,TAS,enteric,FALSE,6,4.5,10.333333333333334,0.75,1.7222222222222223,-25
Cryptosporidiosis,VIC,enteric,FALSE,14,6.5,20.333333333333332,0.4642857142857143,1.4523809523809523,-53.57142857142857
Cryptosporidiosis,WA,enteric,FALSE,9.6,11.5,25.333333333333332,1.1979166666666667,2.638888888888889,19.79166666666667
Dengue virus infection,ACT,vector_borne,TRUE,7.4,0.225,5.666666666666667,0.030405405405405404,0.7657657657657657,-96.95945945945947
Dengue virus infection,NSW,vector_borne,TRUE,5,0.375,5.666666666666667,0.075,1.1333333333333333,-92.5
Dengue virus infection,NT,vector_borne,TRUE,19.6,2.5,13.666666666666666,0.12755102040816327,0.6972789115646257,-87.24489795918367
Dengue virus infection,QLD,vector_borne,TRUE,5.8,0.425,5.333333333333333,0.07327586206896551,0.9195402298850575,-92.67241379310344
Dengue virus infection,SA,vector_borne,TRUE,4,0.53,4.333333333333333,0.1325,1.0833333333333333,-86.75
Dengue virus infection,TAS,vector_borne,TRUE,3.6,0.18,3.6666666666666665,0.049999999999999996,1.0185185185185184,-95
Dengue virus infection,VIC,vector_borne,TRUE,5.6,0.265,7,0.04732142857142858,1.25,-95.26785714285715
Dengue virus infection,WA,vector_borne,TRUE,13.6,1,12.666666666666666,0.07352941176470588,0.9313725490196079,-92.64705882352942
Diphtheria,NSW,respiratory,FALSE,0.012,0,0.023333333333333334,0,1.9444444444444444,-100
Diphtheria,QLD,respiratory,FALSE,0.10200000000000001,0.135,0.12666666666666668,1.3235294117647058,1.2418300653594772,32.35294117647059
Diphtheria,SA,respiratory,FALSE,0.012,0.08499999999999999,0.03666666666666667,7.083333333333332,3.0555555555555554,608.3333333333333
Diphtheria,VIC,respiratory,FALSE,0.014,0,0.0033333333333333335,0,0.2380952380952381,-100
Diphtheria,WA,respiratory,FALSE,0.008,0,0.05666666666666667,0,7.083333333333334,-100
Flavivirus infection (unspecified),ACT,vector_borne,FALSE,0.098,0,0,0,0,-100
Flavivirus infection (unspecified),NSW,vector_borne,FALSE,0.114,0.025,0.04666666666666667,0.2192982456140351,0.4093567251461988,-78.0701754385965
Flavivirus infection (unspecified),NT,vector_borne,FALSE,0.08199999999999999,0,0.9266666666666666,0,11.300813008130083,-100
Flavivirus infection (unspecified),QLD,vector_borne,FALSE,0.282,0.125,0.15666666666666668,0.44326241134751776,0.5555555555555557,-55.673758865248224
Flavivirus infection (unspecified),SA,vector_borne,FALSE,0.036,0,0,0,0,-100
Flavivirus infection (unspecified),TAS,vector_borne,FALSE,0.038,0,0.17333333333333334,0,4.56140350877193,-100
Flavivirus infection (unspecified),VIC,vector_borne,FALSE,0.078,0,0.06333333333333332,0,0.8119658119658119,-100
Flavivirus infection (unspecified),WA,vector_borne,FALSE,0.142,0,0.023333333333333334,0,0.1643192488262911,-100
Gonococcal infection,ACT,STI,FALSE,59.8,68.5,99,1.145484949832776,1.6555183946488294,14.548494983277596
Gonococcal infection,NSW,STI,FALSE,111,107.5,158.66666666666666,0.9684684684684685,1.4294294294294294,-3.153153153153153
Gonococcal infection,NT,STI,FALSE,717,615.5,908.6666666666666,0.8584379358437936,1.2673175267317527,-14.156206415620643
Gonococcal infection,QLD,STI,FALSE,93,113.5,141.33333333333334,1.2204301075268817,1.5197132616487457,22.043010752688172
Gonococcal infection,SA,STI,FALSE,75.6,86.5,127,1.1441798941798942,1.67989417989418,14.417989417989427
Gonococcal infection,TAS,STI,FALSE,21.2,30,50.666666666666664,1.4150943396226416,2.389937106918239,41.50943396226416
Gonococcal infection,VIC,STI,FALSE,113.2,104,155,0.9187279151943463,1.3692579505300353,-8.127208480565374
Gonococcal infection,WA,STI,FALSE,126,119,173.33333333333334,0.9444444444444444,1.3756613756613758,-5.555555555555555
Haemolytic uraemic syndrome (HUS),NSW,enteric,FALSE,0.064,0.01,0.05,0.15625,0.78125,-84.375
Haemolytic uraemic syndrome (HUS),NT,enteric,FALSE,0.08,0,0.13333333333333333,0,1.6666666666666665,-100
Haemolytic uraemic syndrome (HUS),QLD,enteric,FALSE,0.064,0.05,0.05333333333333334,0.78125,0.8333333333333334,-21.874999999999996
Haemolytic uraemic syndrome (HUS),SA,enteric,FALSE,0.036,0.08499999999999999,0.09,2.361111111111111,2.5,136.11111111111111
Haemolytic uraemic syndrome (HUS),TAS,enteric,FALSE,0.114,0,0.23,0,2.017543859649123,-100
Haemolytic uraemic syndrome (HUS),VIC,enteric,FALSE,0.072,0.04,0.05,0.5555555555555556,0.6944444444444445,-44.444444444444436
Haemolytic uraemic syndrome (HUS),WA,enteric,FALSE,0.072,0.11,0.03333333333333333,1.527777777777778,0.46296296296296297,52.77777777777779
Haemophilus influenzae type b,NSW,respiratory,FALSE,0.092,0.09,0.03333333333333333,0.9782608695652174,0.36231884057971014,-2.173913043478263
Haemophilus influenzae type b,NT,respiratory,FALSE,0.768,0.7,0.6666666666666666,0.9114583333333333,0.8680555555555555,-8.854166666666675
Haemophilus influenzae type b,QLD,respiratory,FALSE,0.096,0.1,0.05,1.0416666666666667,0.5208333333333334,4.1666666666666705
Haemophilus influenzae type b,SA,respiratory,FALSE,0.058,0.03,0.016666666666666666,0.5172413793103448,0.28735632183908044,-48.275862068965516
Haemophilus influenzae type b,VIC,respiratory,FALSE,0.028,0.025,0.016666666666666666,0.8928571428571429,0.5952380952380952,-10.714285714285712
Haemophilus influenzae type b,WA,respiratory,FALSE,0.048,0.075,0,1.5625,0,56.249999999999986
Hepatitis A,ACT,enteric,TRUE,0.642,0.11,0.8766666666666667,0.17133956386292834,1.3655244029075806,-82.86604361370716
Hepatitis A,NSW,enteric,TRUE,0.8220000000000001,0.165,0.8366666666666667,0.20072992700729927,1.0178426601784265,-79.92700729927007
Hepatitis A,NT,enteric,TRUE,0.762,0,0.13,0,0.17060367454068243,-100
Hepatitis A,QLD,enteric,TRUE,0.638,0.22999999999999998,0.7133333333333334,0.36050156739811906,1.1180773249738767,-63.94984326018809
Hepatitis A,SA,enteric,TRUE,0.758,0.085,0.78,0.11213720316622693,1.029023746701847,-88.78627968337732
Hepatitis A,TAS,enteric,TRUE,0.26,0,0.52,0,2,-100
Hepatitis A,VIC,enteric,TRUE,1.66,0.365,0.9866666666666667,0.21987951807228917,0.5943775100401607,-78.01204819277109
Hepatitis A,WA,enteric,TRUE,0.6940000000000001,0.13,0.7766666666666666,0.18731988472622477,1.1191162343900094,-81.26801152737752
Hepatitis B (newly acquired),ACT,blood_borne,FALSE,0.144,0.22,0.06999999999999999,1.527777777777778,0.4861111111111111,52.77777777777779
Hepatitis B (newly acquired),NSW,blood_borne,FALSE,0.23600000000000002,0.135,0.12000000000000001,0.5720338983050848,0.5084745762711864,-42.79661016949153
Hepatitis B (newly acquired),NT,blood_borne,FALSE,1.526,1.5,1.26,0.9829619921363041,0.8256880733944955,-1.7038007863695952
Hepatitis B (newly acquired),QLD,blood_borne,FALSE,0.922,0.875,0.49333333333333335,0.9490238611713665,0.5350686912509038,-5.097613882863345
Hepatitis B (newly acquired),SA,blood_borne,FALSE,0.392,0.11,0.11,0.28061224489795916,0.28061224489795916,-71.9387755102041
Hepatitis B (newly acquired),TAS,blood_borne,FALSE,0.618,0.18,0.29,0.2912621359223301,0.4692556634304207,-70.87378640776699
Hepatitis B (newly acquired),VIC,blood_borne,FALSE,0.722,0.395,0.18666666666666668,0.5470914127423823,0.25854108956602034,-45.290858725761765
Hepatitis B (newly acquired),WA,blood_borne,FALSE,0.93,0.495,0.6333333333333333,0.532258064516129,0.6810035842293907,-46.7741935483871
Hepatitis B (unspecified),ACT,blood_borne,FALSE,20.4,16,19.333333333333332,0.7843137254901962,0.9477124183006536,-21.568627450980387
Hepatitis B (unspecified),NSW,blood_borne,FALSE,28,22.5,23,0.8035714285714286,0.8214285714285714,-19.642857142857142
Hepatitis B (unspecified),NT,blood_borne,FALSE,42.2,23.5,46.333333333333336,0.5568720379146919,1.0979462875197472,-44.312796208530806
Hepatitis B (unspecified),QLD,blood_borne,FALSE,18,14.5,17.666666666666668,0.8055555555555556,0.9814814814814815,-19.444444444444446
Hepatitis B (unspecified),SA,blood_borne,FALSE,17.2,13,14,0.7558139534883721,0.813953488372093,-24.418604651162788
Hepatitis B (unspecified),TAS,blood_borne,FALSE,8,11.5,8.666666666666666,1.4375,1.0833333333333333,43.75
Hepatitis B (unspecified),VIC,blood_borne,FALSE,27,19,20.666666666666668,0.7037037037037037,0.7654320987654322,-29.629629629629626
Hepatitis B (unspecified),WA,blood_borne,FALSE,20,18.5,17.333333333333332,0.925,0.8666666666666666,-7.5
Hepatitis C (newly acquired),ACT,blood_borne,FALSE,3.2,3.5,4.666666666666667,1.09375,1.4583333333333333,9.374999999999995
Hepatitis C (newly acquired),NSW,blood_borne,FALSE,0.376,0.20500000000000002,0.9733333333333334,0.5452127659574468,2.5886524822695036,-45.47872340425532
Hepatitis C (newly acquired),NT,blood_borne,FALSE,1.4,0.405,1.3933333333333333,0.2892857142857143,0.9952380952380953,-71.07142857142857
Hepatitis C (newly acquired),QLD,blood_borne,FALSE,8,10.5,11,1.3125,1.375,31.25
Hepatitis C (newly acquired),SA,blood_borne,FALSE,2.4,0.86,1.5633333333333332,0.35833333333333334,0.6513888888888889,-64.16666666666667
Hepatitis C (newly acquired),TAS,blood_borne,FALSE,3.8,0.625,1.5666666666666667,0.16447368421052633,0.41228070175438597,-83.55263157894737
Hepatitis C (newly acquired),VIC,blood_borne,FALSE,1.328,0.365,0.3933333333333333,0.2748493975903614,0.29618473895582326,-72.51506024096386
Hepatitis C (newly acquired),WA,blood_borne,FALSE,5.4,3,4.333333333333333,0.5555555555555555,0.802469135802469,-44.44444444444445
Hepatitis C (unspecified),ACT,blood_borne,FALSE,35.2,23.5,22,0.6676136363636364,0.625,-33.23863636363637
Hepatitis C (unspecified),NSW,blood_borne,FALSE,50.2,33.5,28.666666666666668,0.6673306772908366,0.5710491367861885,-33.266932270916335
Hepatitis C (unspecified),NT,blood_borne,FALSE,65.6,42,30.333333333333332,0.6402439024390244,0.46239837398373984,-35.975609756097555
Hepatitis C (unspecified),QLD,blood_borne,FALSE,41.4,30.5,28.666666666666668,0.7367149758454107,0.6924315619967795,-26.32850241545893
Hepatitis C (unspecified),SA,blood_borne,FALSE,25,13.5,12.333333333333334,0.54,0.49333333333333335,-46
Hepatitis C (unspecified),TAS,blood_borne,FALSE,38,26.5,20,0.6973684210526315,0.5263157894736842,-30.263157894736842
Hepatitis C (unspecified),VIC,blood_borne,FALSE,31,19.5,17,0.6290322580645161,0.5483870967741935,-37.096774193548384
Hepatitis C (unspecified),WA,blood_borne,FALSE,37.4,32.5,26.666666666666668,0.8689839572192514,0.7130124777183602,-13.101604278074863
Hepatitis D,ACT,blood_borne,FALSE,0.186,0.335,0.21,1.8010752688172045,1.129032258064516,80.10752688172043
Hepatitis D,NSW,blood_borne,FALSE,0.268,0.435,0.4666666666666667,1.623134328358209,1.7412935323383083,62.31343283582088
Hepatitis D,NT,blood_borne,FALSE,0.244,0,0.6533333333333333,0,2.6775956284153004,-100
Hepatitis D,QLD,blood_borne,FALSE,0.26,0.22999999999999998,0.44,0.8846153846153845,1.6923076923076923,-11.538461538461549
Hepatitis D,SA,blood_borne,FALSE,0.652,0.33,0.48,0.5061349693251533,0.7361963190184049,-49.38650306748466
Hepatitis D,VIC,blood_borne,FALSE,0.246,0.27,0.3333333333333333,1.0975609756097562,1.3550135501355014,9.756097560975618
Hepatitis D,WA,blood_borne,FALSE,0.17,0.275,0.5033333333333333,1.6176470588235294,2.96078431372549,61.76470588235294
Hepatitis E,ACT,enteric,TRUE,0.1,0,0,0,0,-100
Hepatitis E,NSW,enteric,TRUE,0.242,0.07500000000000001,0.14333333333333334,0.3099173553719009,0.5922865013774106,-69.0082644628099
Hepatitis E,NT,enteric,TRUE,0.282,0,0,0,0,-100
Hepatitis E,QLD,enteric,TRUE,0.114,0.06,0.06,0.5263157894736842,0.5263157894736842,-47.36842105263158
Hepatitis E,SA,enteric,TRUE,0.082,0.11,0.05333333333333334,1.3414634146341462,0.6504065040650406,34.14634146341463
Hepatitis E,TAS,enteric,TRUE,0.112,0.18,0.05666666666666667,1.607142857142857,0.5059523809523809,60.71428571428571
Hepatitis E,VIC,enteric,TRUE,0.208,0.08,0.11,0.38461538461538464,0.5288461538461539,-61.53846153846154
Hepatitis E,WA,enteric,TRUE,0.11599999999999999,0.055,0.08,0.4741379310344828,0.6896551724137931,-52.58620689655172
Influenza (laboratory confirmed),ACT,respiratory,FALSE,497.4,23.5,1263.3333333333333,0.04724567752312023,2.539874011526605,-95.27543224768797
Influenza (laboratory confirmed),NSW,respiratory,FALSE,769.2,45.5,1788.3333333333333,0.059152366094643784,2.3249263303865484,-94.08476339053561
Influenza (laboratory confirmed),NT,respiratory,FALSE,469.2,73.5,1500,0.15664961636828645,3.1969309462915603,-84.33503836317135
Influenza (laboratory confirmed),QLD,respiratory,FALSE,774.2,61.5,1526,0.07943683802634978,1.9710669077757683,-92.05631619736502
Influenza (laboratory confirmed),SA,respiratory,FALSE,979.8,44,1449,0.04490712390283732,1.4788732394366197,-95.50928760971627
Influenza (laboratory confirmed),TAS,respiratory,FALSE,361.2,18.5,985.6666666666666,0.05121816168327797,2.7288667404946474,-94.8781838316722
Influenza (laboratory confirmed),VIC,respiratory,FALSE,501.8,36,1189,0.07174172977281786,2.3694699083300117,-92.82582702271822
Influenza (laboratory confirmed),WA,respiratory,FALSE,374.6,23,849,0.06139882541377469,2.2664175120128136,-93.86011745862253
Legionellosis,ACT,respiratory,FALSE,0.596,0.725,1.3333333333333333,1.2164429530201342,2.237136465324385,21.644295302013425
Legionellosis,NSW,respiratory,FALSE,1.8,2.5,3,1.3888888888888888,1.6666666666666665,38.888888888888886
Legionellosis,NT,respiratory,FALSE,1.08,3.5,2.4633333333333334,3.2407407407407405,2.280864197530864,224.07407407407405
Legionellosis,QLD,respiratory,FALSE,1.2,1.5,3,1.25,2.5,25.000000000000007
Legionellosis,SA,respiratory,FALSE,2.2,2.5,4,1.1363636363636362,1.8181818181818181,13.636363636363628
Legionellosis,TAS,respiratory,FALSE,2.4,3.5,4,1.4583333333333335,1.6666666666666667,45.833333333333336
Legionellosis,VIC,respiratory,FALSE,1.6,2,3,1.25,1.875,24.999999999999993
Legionellosis,WA,respiratory,FALSE,2,3,2.3333333333333335,1.5,1.1666666666666667,50
Leprosy,NSW,zoonotic,TRUE,0.042,0.035,0.05,0.8333333333333334,1.1904761904761905,-16.666666666666664
Leprosy,NT,zoonotic,TRUE,0.16399999999999998,0.2,0.39,1.2195121951219514,2.378048780487805,21.951219512195145
Leprosy,QLD,zoonotic,TRUE,0.052,0.02,0.056666666666666664,0.38461538461538464,1.0897435897435896,-61.53846153846154
Leprosy,SA,zoonotic,TRUE,0.012,0,0.05333333333333334,0,4.444444444444445,-100
Leprosy,TAS,zoonotic,TRUE,0.038,0,0,0,0,-100
Leprosy,VIC,zoonotic,TRUE,0.038,0.025,0.04,0.6578947368421053,1.0526315789473684,-34.210526315789465
Leprosy,WA,zoonotic,TRUE,0.11800000000000001,0.13,0.043333333333333335,1.1016949152542372,0.3672316384180791,10.169491525423725
Leptospirosis,ACT,zoonotic,FALSE,0.05,0,0.06999999999999999,0,1.3999999999999997,-100
Leptospirosis,NSW,zoonotic,FALSE,0.304,0.575,0.36333333333333334,1.8914473684210524,1.1951754385964912,89.14473684210526
Leptospirosis,NT,zoonotic,FALSE,2.482,3.5,2.3333333333333335,1.410153102336825,0.9401020682245501,41.0153102336825
Leptospirosis,QLD,zoonotic,FALSE,1.352,1.5,1.6666666666666667,1.1094674556213018,1.232741617357002,10.94674556213017
Leptospirosis,SA,zoonotic,FALSE,0.07,0.03,0.08666666666666667,0.4285714285714285,1.238095238095238,-57.14285714285715
Leptospirosis,TAS,zoonotic,FALSE,0.116,0.18,0.11333333333333334,1.5517241379310343,0.9770114942528736,55.17241379310344
Leptospirosis,VIC,zoonotic,FALSE,0.212,0.14,0.11666666666666667,0.6603773584905661,0.550314465408805,-33.96226415094339
Leptospirosis,WA,zoonotic,FALSE,0.146,0.13,0.16,0.8904109589041097,1.0958904109589043,-10.958904109589032
Listeriosis,ACT,enteric,FALSE,0.286,0,0.2833333333333333,0,0.9906759906759908,-100
Listeriosis,NSW,enteric,FALSE,0.302,0.25,0.30666666666666664,0.8278145695364238,1.0154525386313464,-17.218543046357613
Listeriosis,NT,enteric,FALSE,0.16399999999999998,0.2,0.5233333333333333,1.2195121951219514,3.191056910569106,21.951219512195145
Listeriosis,QLD,enteric,FALSE,0.262,0.12,0.15666666666666668,0.4580152671755725,0.5979643765903307,-54.19847328244275
Listeriosis,SA,enteric,FALSE,0.23199999999999998,0.06,0.14333333333333334,0.25862068965517243,0.6178160919540231,-74.13793103448276
Listeriosis,TAS,enteric,FALSE,0.114,0.09,0.3466666666666667,0.7894736842105262,3.0409356725146197,-21.052631578947373
Listeriosis,VIC,enteric,FALSE,0.33599999999999997,0.13,0.32,0.386904761904762,0.9523809523809526,-61.3095238095238
Listeriosis,WA,enteric,FALSE,0.254,0.24,0.22666666666666668,0.9448818897637795,0.8923884514435696,-5.511811023622052
Malaria,ACT,vector_borne,TRUE,2.2,0.225,1.6666666666666667,0.10227272727272727,0.7575757575757576,-89.77272727272727
Malaria,NSW,vector_borne,TRUE,0.794,0.20500000000000002,1,0.2581863979848867,1.2594458438287153,-74.18136020151132
Malaria,NT,vector_borne,TRUE,6,0.7,6.333333333333333,0.11666666666666665,1.0555555555555556,-88.33333333333333
Malaria,QLD,vector_borne,TRUE,2,0.63,2.3333333333333335,0.315,1.1666666666666667,-68.5
Malaria,SA,vector_borne,TRUE,1.082,0.41500000000000004,1,0.3835489833641405,0.9242144177449167,-61.645101663585955
Malaria,TAS,vector_borne,TRUE,0.528,0.27,1.29,0.5113636363636364,2.4431818181818183,-48.86363636363637
Malaria,VIC,vector_borne,TRUE,0.99,0.42,1.3333333333333333,0.42424242424242425,1.3468013468013467,-57.57575757575758
Malaria,WA,vector_borne,TRUE,2,0.7,1.66,0.35,0.83,-65
Meningococcal disease (invasive),ACT,respiratory,FALSE,0.438,0.11,0.21333333333333332,0.2511415525114155,0.487062404870624,-74.88584474885846
Meningococcal disease (invasive),NSW,respiratory,FALSE,0.828,0.275,0.3933333333333333,0.33212560386473433,0.4750402576489533,-66.78743961352657
Meningococcal disease (invasive),NT,respiratory,FALSE,4.044,0.81,0.5933333333333334,0.20029673590504454,0.1467194197164524,-79.97032640949554
Meningococcal disease (invasive),QLD,respiratory,FALSE,0.892,0.395,0.68,0.4428251121076233,0.7623318385650225,-55.71748878923767
Meningococcal disease (invasive),SA,respiratory,FALSE,2,0.47500000000000003,1.2666666666666666,0.23750000000000002,0.6333333333333333,-76.25
Meningococcal disease (invasive),TAS,respiratory,FALSE,1.472,0.445,0.52,0.3023097826086957,0.3532608695652174,-69.76902173913044
Meningococcal disease (invasive),VIC,respiratory,FALSE,0.862,0.22999999999999998,0.32333333333333336,0.2668213457076566,0.3750966744006188,-73.31786542923435
Meningococcal disease (invasive),WA,respiratory,FALSE,1.286,0.385,0.38666666666666666,0.29937791601866254,0.30067392431311557,-70.06220839813375
Mumps,ACT,respiratory,FALSE,0.488,1.72,0.6833333333333333,3.5245901639344264,1.400273224043716,252.45901639344262
Mumps,NSW,respiratory,FALSE,1.078,0.365,0.8333333333333334,0.33858998144712427,0.7730364873222015,-66.14100185528757
Mumps,NT,respiratory,FALSE,27.482,1.2,1.06,0.04366494432719598,0.03857070082235645,-95.63350556728041
Mumps,QLD,respiratory,FALSE,3.988,0.39,0.66,0.09779338014042127,0.16549648946840523,-90.22066198595788
Mumps,SA,respiratory,FALSE,1.616,0.475,0.8333333333333334,0.2939356435643564,0.5156765676567656,-70.60643564356435
Mumps,TAS,respiratory,FALSE,0.852,0,0.29,0,0.34037558685446007,-100
Mumps,VIC,respiratory,FALSE,0.412,0.2,0.3233333333333333,0.48543689320388356,0.7847896440129449,-51.45631067961165
Mumps,WA,respiratory,FALSE,7.916,0.205,0.29333333333333333,0.025896917635169273,0.03705575206333165,-97.41030823648306
Ornithosis,NSW,respiratory,FALSE,0.098,0.3,0.14333333333333334,3.061224489795918,1.4625850340136055,206.1224489795918
Ornithosis,QLD,respiratory,FALSE,0.012,0.060000000000000005,0,5,0,400
Ornithosis,SA,respiratory,FALSE,0.036,0.03,0.05,0.8333333333333334,1.388888888888889,-16.666666666666664
Ornithosis,VIC,respiratory,FALSE,0.142,0.365,0.29,2.570422535211268,2.0422535211267605,157.04225352112678
Ornithosis,WA,respiratory,FALSE,0.032,0,0.01,0,0.3125,-100
Paratyphoid,ACT,enteric,TRUE,0.584,0.11,0.6166666666666667,0.18835616438356165,1.0559360730593608,-81.16438356164383
Paratyphoid,NSW,enteric,TRUE,0.33,0.095,0.41,0.28787878787878785,1.2424242424242422,-71.21212121212122
Paratyphoid,NT,enteric,TRUE,0.442,0.2,0.26333333333333336,0.45248868778280543,0.5957767722473606,-54.751131221719454
Paratyphoid,QLD,enteric,TRUE,0.17,0.02,0.17666666666666667,0.11764705882352941,1.0392156862745097,-88.23529411764707
Paratyphoid,SA,enteric,TRUE,0.45,0.03,0.3933333333333333,0.06666666666666667,0.874074074074074,-93.33333333333333
Paratyphoid,TAS,enteric,TRUE,0.114,0,0.2333333333333333,0,2.0467836257309937,-100
Paratyphoid,VIC,enteric,TRUE,0.454,0.16999999999999998,0.6133333333333333,0.3744493392070484,1.3509544787077825,-62.555066079295166
Paratyphoid,WA,enteric,TRUE,0.346,0,0.34,0,0.9826589595375724,-100
Pertussis,ACT,respiratory,FALSE,87.2,6.5,61,0.07454128440366972,0.6995412844036697,-92.54587155963303
Pertussis,NSW,respiratory,FALSE,105.4,8.26,142.66666666666666,0.07836812144212522,1.3535736875395319,-92.16318785578747
Pertussis,NT,respiratory,FALSE,40.4,4,32.666666666666664,0.09900990099009901,0.8085808580858086,-90.0990099009901
Pertussis,QLD,respiratory,FALSE,36,5.5,118.33333333333333,0.1527777777777778,3.2870370370370368,-84.72222222222221
Pertussis,SA,respiratory,FALSE,69.8,9,101.33333333333333,0.12893982808022922,1.451766953199618,-87.10601719197709
