fortnight_id,disease_group,disease,national_this_fortnight,ytd,state,fortnightly_count
FN03/2025,Gastrointestinal diseases,Botulism,0,0,TAS,0
FN03/2025,Gastrointestinal diseases,Botulism,0,0,VIC,0
FN03/2025,Gastrointestinal diseases,Botulism,0,0,WA,0
FN03/2025,Gastrointestinal diseases,Campylobacteriosis,1504,3822,ACT,29
FN03/2025,Gastrointestinal diseases,Campylobacteriosis,1504,3822,NSW,460
FN03/2025,Gastrointestinal diseases,Campylobacteriosis,1504,3822,NT,9
FN03/2025,Gastrointestinal diseases,Campylobacteriosis,1504,3822,QLD,377
FN03/2025,Gastrointestinal diseases,Campylobacteriosis,1504,3822,SA,90
FN03/2025,Gastrointestinal diseases,Campylobacteriosis,1504,3822,TAS,48
FN03/2025,Gastrointestinal diseases,Campylobacteriosis,1504,3822,VIC,299
FN03/2025,Gastrointestinal diseases,Campylobacteriosis,1504,3822,WA,192
FN03/2025,Gastrointestinal diseases,Cholera,0,0,ACT,0
FN03/2025,Gastrointestinal diseases,Cholera,0,0,NSW,0
FN03/2025,Gastrointestinal diseases,Cholera,0,0,NT,0
FN03/2025,Gastrointestinal diseases,Cholera,0,0,QLD,0
FN03/2025,Gastrointestinal diseases,Cholera,0,0,SA,0
FN03/2025,Gastrointestinal diseases,Cholera,0,0,TAS,0
FN03/2025,Gastrointestinal diseases,Cholera,0,0,VIC,0
FN03/2025,Gastrointestinal diseases,Cholera,0,0,WA,0
FN03/2025,Gastrointestinal diseases,Cryptosporidiosis,251,553,ACT,3
FN03/2025,Gastrointestinal diseases,Cryptosporidiosis,251,553,NSW,64
FN03/2025,Gastrointestinal diseases,Cryptosporidiosis,251,553,NT,7
FN03/2025,Gastrointestinal diseases,Cryptosporidiosis,251,553,QLD,40
FN03/2025,Gastrointestinal diseases,Cryptosporidiosis,251,553,SA,11
FN03/2025,Gastrointestinal diseases,Cryptosporidiosis,251,553,TAS,4
FN03/2025,Gastrointestinal diseases,Cryptosporidiosis,251,553,VIC,67
FN03/2025,Gastrointestinal diseases,Cryptosporidiosis,251,553,WA,55
FN03/2025,Gastrointestinal diseases,Haemolytic uraemic syndrome (HUS),1,2,ACT,0
FN03/2025,Gastrointestinal diseases,Haemolytic uraemic syndrome (HUS),1,2,NSW,1
FN03/2025,Gastrointestinal diseases,Haemolytic uraemic syndrome (HUS),1,2,NT,0
FN03/2025,Gastrointestinal diseases,Haemolytic uraemic syndrome (HUS),1,2,QLD,0
FN03/2025,Gastrointestinal diseases,Haemolytic uraemic syndrome (HUS),1,2,SA,0
FN03/2025,Gastrointestinal diseases,Haemolytic uraemic syndrome (HUS),1,2,TAS,0
FN03/2025,Gastrointestinal diseases,Haemolytic uraemic syndrome (HUS),1,2,VIC,0
FN03/2025,Gastrointestinal diseases,Haemolytic uraemic syndrome (HUS),1,2,WA,0
FN03/2025,Gastrointestinal diseases,Hepatitis A,16,31,ACT,0
FN03/2025,Gastrointestinal diseases,Hepatitis A,16,31,NSW,4
FN03/2025,Gastrointestinal diseases,Hepatitis A,16,31,NT,0
FN03/2025,Gastrointestinal diseases,Hepatitis A,16,31,QLD,2
FN03/2025,Gastrointestinal diseases,Hepatitis A,16,31,SA,0
FN03/2025,Gastrointestinal diseases,Hepatitis A,16,31,TAS,0
FN03/2025,Gastrointestinal diseases,Hepatitis A,16,31,VIC,10
FN03/2025,Gastrointestinal diseases,Hepatitis A,16,31,WA,0
FN03/2025,Gastrointestinal diseases,Hepatitis E,0,2,ACT,0
FN03/2025,Gastrointestinal diseases,Hepatitis E,0,2,NSW,0
FN03/2025,Gastrointestinal diseases,Hepatitis E,0,2,NT,0
FN03/2025,Gastrointestinal diseases,Hepatitis E,0,2,QLD,0
FN03/2025,Gastrointestinal diseases,Hepatitis E,0,2,SA,0
FN03/2025,Gastrointestinal diseases,Hepatitis E,0,2,TAS,0
FN03/2025,Gastrointestinal diseases,Hepatitis E,0,2,VIC,0
FN03/2025,Gastrointestinal diseases,Hepatitis E,0,2,WA,0
FN03/2025,Gastrointestinal diseases,Listeriosis,5,11,ACT,0
FN03/2025,Gastrointestinal diseases,Listeriosis,5,11,NSW,0
FN03/2025,Gastrointestinal diseases,Listeriosis,5,11,NT,0
FN03/2025,Gastrointestinal diseases,Listeriosis,5,11,QLD,1
FN03/2025,Gastrointestinal diseases,Listeriosis,5,11,SA,1
FN03/2025,Gastrointestinal diseases,Listeriosis,5,11,TAS,0
FN03/2025,Gastrointestinal diseases,Listeriosis,5,11,VIC,3
FN03/2025,Gastrointestinal diseases,Listeriosis,5,11,WA,0
FN03/2025,Gastrointestinal diseases,Paratyphoid,4,8,ACT,0
FN03/2025,Gastrointestinal diseases,Paratyphoid,4,8,NSW,3
FN03/2025,Gastrointestinal diseases,Paratyphoid,4,8,NT,0
FN03/2025,Gastrointestinal diseases,Paratyphoid,4,8,QLD,0
FN03/2025,Gastrointestinal diseases,Paratyphoid,4,8,SA,0
FN03/2025,Gastrointestinal diseases,Paratyphoid,4,8,TAS,0
FN03/2025,Gastrointestinal diseases,Paratyphoid,4,8,VIC,1
FN03/2025,Gastrointestinal diseases,Paratyphoid,4,8,WA,0
FN03/2025,Gastrointestinal diseases,Salmonellosis,571,1295,ACT,4
FN03/2025,Gastrointestinal diseases,Salmonellosis,571,1295,NSW,142
FN03/2025,Gastrointestinal diseases,Salmonellosis,571,1295,NT,12
FN03/2025,Gastrointestinal diseases,Salmonellosis,571,1295,QLD,188
FN03/2025,Gastrointestinal diseases,Salmonellosis,571,1295,SA,31
FN03/2025,Gastrointestinal diseases,Salmonellosis,571,1295,TAS,22
FN03/2025,Gastrointestinal diseases,Salmonellosis,571,1295,VIC,97
FN03/2025,Gastrointestinal diseases,Salmonellosis,571,1295,WA,75
FN03/2025,Gastrointestinal diseases,Shigellosis,154,349,ACT,3
FN03/2025,Gastrointestinal diseases,Shigellosis,154,349,NSW,41
FN03/2025,Gastrointestinal diseases,Shigellosis,154,349,NT,2
FN03/2025,Gastrointestinal diseases,Shigellosis,154,349,QLD,38
FN03/2025,Gastrointestinal diseases,Shigellosis,154,349,SA,6
FN03/2025,Gastrointestinal diseases,Shigellosis,154,349,TAS,2
FN03/2025,Gastrointestinal diseases,Shigellosis,154,349,VIC,32
FN03/2025,Gastrointestinal diseases,Shigellosis,154,349,WA,30
FN03/2025,Gastrointestinal diseases,"STEC""""",38,98,ACT,0
FN03/2025,Gastrointestinal diseases,"STEC""""",38,98,NSW,8
FN03/2025,Gastrointestinal diseases,"STEC""""",38,98,NT,0
FN03/2025,Gastrointestinal diseases,"STEC""""",38,98,QLD,2
FN03/2025,Gastrointestinal diseases,"STEC""""",38,98,SA,9
FN03/2025,Gastrointestinal diseases,"STEC""""",38,98,TAS,0
FN03/2025,Gastrointestinal diseases,"STEC""""",38,98,VIC,14
FN03/2025,Gastrointestinal diseases,"STEC""""",38,98,WA,5
FN03/2025,Gastrointestinal diseases,Typhoid Fever,17,36,ACT,0
FN03/2025,Gastrointestinal diseases,Typhoid Fever,17,36,NSW,5
FN03/2025,Gastrointestinal diseases,Typhoid Fever,17,36,NT,0
FN03/2025,Gastrointestinal diseases,Typhoid Fever,17,36,QLD,2
FN03/2025,Gastrointestinal diseases,Typhoid Fever,17,36,SA,2
FN03/2025,Gastrointestinal diseases,Typhoid Fever,17,36,TAS,0
FN03/2025,Gastrointestinal diseases,Typhoid Fever,17,36,VIC,5
FN03/2025,Gastrointestinal diseases,Typhoid Fever,17,36,WA,3
FN03/2025,Gastrointestinal diseases,Vibrio parahaemolyticus,1,2,ACT,0
FN03/2025,Gastrointestinal diseases,Vibrio parahaemolyticus,1,2,NSW,0
FN03/2025,Gastrointestinal diseases,Vibrio parahaemolyticus,1,2,NT,0
FN03/2025,Gastrointestinal diseases,Vibrio parahaemolyticus,1,2,QLD,0
FN03/2025,Gastrointestinal diseases,Vibrio parahaemolyticus,1,2,SA,0
FN03/2025,Gastrointestinal diseases,Vibrio parahaemolyticus,1,2,TAS,1
FN03/2025,Gastrointestinal diseases,Vibrio parahaemolyticus,1,2,VIC,0
FN03/2025,Gastrointestinal diseases,Vibrio parahaemolyticus,1,2,WA,0
FN03/2025,Listed Human diseases,Avian influenza in humans (AIH),0,0,ACT,0
FN03/2025,Listed Human diseases,Avian influenza in humans (AIH),0,0,NSW,0
FN03/2025,Listed Human diseases,Avian influenza in humans (AIH),0,0,NT,0
FN03/2025,Listed Human diseases,Avian influenza in humans (AIH),0,0,QLD,0
FN03/2025,Listed Human diseases,Avian influenza in humans (AIH),0,0,SA,0
FN03/2025,Listed Human diseases,Avian influenza in humans (AIH),0,0,TAS,0
FN03/2025,Listed Human diseases,Avian influenza in humans (AIH),0,0,VIC,0
FN03/2025,Listed Human diseases,Avian influenza in humans (AIH),0,0,WA,0
FN03/2025,Listed Human diseases,Middle East respiratory syndrome coronavirus (MERS-CoV),0,0,ACT,0
FN03/2025,Listed Human diseases,Middle East respiratory syndrome coronavirus (MERS-CoV),0,0,NSW,0
FN03/2025,Listed Human diseases,Middle East respiratory syndrome coronavirus (MERS-CoV),0,0,NT,0
FN03/2025,Listed Human diseases,Middle East respiratory syndrome coronavirus (MERS-CoV),0,0,QLD,0
FN03/2025,Listed Human diseases,Middle East respiratory syndrome coronavirus (MERS-CoV),0,0,SA,0
FN03/2025,Listed Human diseases,Middle East respiratory syndrome coronavirus (MERS-CoV),0,0,TAS,0
FN03/2025,Listed Human diseases,Middle East respiratory syndrome coronavirus (MERS-CoV),0,0,VIC,0
FN03/2025,Listed Human diseases,Middle East respiratory syndrome coronavirus (MERS-CoV),0,0,WA,0
FN03/2025,Listed Human diseases,Plague,0,0,ACT,0
FN03/2025,Listed Human diseases,Plague,0,0,NSW,0
FN03/2025,Listed Human diseases,Plague,0,0,NT,0
FN03/2025,Listed Human diseases,Plague,0,0,QLD,0
FN03/2025,Listed Human diseases,Plague,0,0,SA,0
FN03/2025,Listed Human diseases,Plague,0,0,TAS,0
FN03/2025,Listed Human diseases,Plague,0,0,VIC,0
FN03/2025,Listed Human diseases,Plague,0,0,WA,0
FN03/2025,Listed Human diseases,Severe acute respiratory syndrome (SARS),0,0,ACT,0
FN03/2025,Listed Human diseases,Severe acute respiratory syndrome (SARS),0,0,NSW,0
FN03/2025,Listed Human diseases,Severe acute respiratory syndrome (SARS),0,0,NT,0
FN03/2025,Listed Human diseases,Severe acute respiratory syndrome (SARS),0,0,QLD,0
FN03/2025,Listed Human diseases,Severe acute respiratory syndrome (SARS),0,0,SA,0
FN03/2025,Listed Human diseases,Severe acute respiratory syndrome (SARS),0,0,TAS,0
FN03/2025,Listed Human diseases,Severe acute respiratory syndrome (SARS),0,0,VIC,0
FN03/2025,Listed Human diseases,Severe acute respiratory syndrome (SARS),0,0,WA,0
FN03/2025,Listed Human diseases,Smallpox,0,0,ACT,0
FN03/2025,Listed Human diseases,Smallpox,0,0,NSW,0
FN03/2025,Listed Human diseases,Smallpox,0,0,NT,0
FN03/2025,Listed Human diseases,Smallpox,0,0,QLD,0
FN03/2025,Listed Human diseases,Smallpox,0,0,SA,0
FN03/2025,Listed Human diseases,Smallpox,0,0,TAS,0
FN03/2025,Listed Human diseases,Smallpox,0,0,VIC,0
FN03/2025,Listed Human diseases,Smallpox,0,0,WA,0
FN03/2025,Listed Human diseases,Viral haemorrhagic fever (NEC),0,0,ACT,0
FN03/2025,Listed Human diseases,Viral haemorrhagic fever (NEC),0,0,NSW,0
FN03/2025,Listed Human diseases,Viral haemorrhagic fever (NEC),0,0,NT,0
FN03/2025,Listed Human diseases,Viral haemorrhagic fever (NEC),0,0,QLD,0
FN03/2025,Listed Human diseases,Viral haemorrhagic fever (NEC),0,0,SA,0
FN03/2025,Listed Human diseases,Viral haemorrhagic fever (NEC),0,0,TAS,0
FN03/2025,Listed Human diseases,Viral haemorrhagic fever (NEC),0,0,VIC,0
FN03/2025,Listed Human diseases,Viral haemorrhagic fever (NEC),0,0,WA,0
FN03/2025,Listed Human diseases,Yellow fever,0,0,ACT,0
FN03/2025,Listed Human diseases,Yellow fever,0,0,NSW,0
FN03/2025,Listed Human diseases,Yellow fever,0,0,NT,0
FN03/2025,Listed Human diseases,Yellow fever,0,0,QLD,0
FN03/2025,Listed Human diseases,Yellow fever,0,0,SA,0
FN03/2025,Listed Human diseases,Yellow fever,0,0,TAS,0
FN03/2025,Listed Human diseases,Yellow fever,0,0,VIC,0
FN03/2025,Listed Human diseases,Yellow fever,0,0,WA,0
FN03/2025,Sexually transmissible infections,Chlamydial infection,3779,8569,ACT,46
FN03/2025,Sexually transmissible infections,Chlamydial infection,3779,8569,NSW,1059
FN03/2025,Sexually transmissible infections,Chlamydial infection,3779,8569,NT,63
FN03/2025,Sexually transmissible infections,Chlamydial infection,3779,8569,QLD,867
FN03/2025,Sexually transmissible infections,Chlamydial infection,3779,8569,SA,253
FN03/2025,Sexually transmissible infections,Chlamydial infection,3779,8569,TAS,27
FN03/2025,Sexually transmissible infections,Chlamydial infection,3779,8569,VIC,946
FN03/2025,Sexually transmissible infections,Chlamydial infection,3779,8569,WA,518
FN03/2025,Sexually transmissible infections,Donovanosis,0,0,ACT,0
FN03/2025,Sexually transmissible infections,Donovanosis,0,0,NSW,0
FN03/2025,Sexually transmissible infections,Donovanosis,0,0,NT,0
FN03/2025,Sexually transmissible infections,Donovanosis,0,0,QLD,0
FN03/2025,Sexually transmissible infections,Donovanosis,0,0,SA,0
FN03/2025,Sexually transmissible infections,Donovanosis,0,0,TAS,0
FN03/2025,Sexually transmissible infections,Donovanosis,0,0,VIC,0
FN03/2025,Sexually transmissible infections,Donovanosis,0,0,WA,0
FN03/2025,Sexually transmissible infections,Gonococcal infection,1751,4083,ACT,29
FN03/2025,Sexually transmissible infections,Gonococcal infection,1751,4083,NSW,555
FN03/2025,Sexually transmissible infections,Gonococcal infection,1751,4083,NT,58
FN03/2025,Sexually transmissible infections,Gonococcal infection,1751,4083,QLD,302
FN03/2025,Sexually transmissible infections,Gonococcal infection,1751,4083,SA,81
FN03/2025,Sexually transmissible infections,Gonococcal infection,1751,4083,TAS,5
FN03/2025,Sexually transmissible infections,Gonococcal infection,1751,4083,VIC,523
FN03/2025,Sexually transmissible infections,Gonococcal infection,1751,4083,WA,198
FN03/2025,Sexually transmissible infections,Syphilis < 2 years,198,461,ACT,3
FN03/2025,Sexually transmissible infections,Syphilis < 2 years,198,461,NSW,40
FN03/2025,Sexually transmissible infections,Syphilis < 2 years,198,461,NT,11
FN03/2025,Sexually transmissible infections,Syphilis < 2 years,198,461,QLD,50
FN03/2025,Sexually transmissible infections,Syphilis < 2 years,198,461,SA,4
FN03/2025,Sexually transmissible infections,Syphilis < 2 years,198,461,TAS,2
FN03/2025,Sexually transmissible infections,Syphilis < 2 years,198,461,VIC,57
FN03/2025,Sexually transmissible infections,Syphilis < 2 years,198,461,WA,31
FN03/2025,Sexually transmissible infections,Syphilis > 2 years or unspecified duration,89,192,ACT,0
FN03/2025,Sexually transmissible infections,Syphilis > 2 years or unspecified duration,89,192,NSW,16
FN03/2025,Sexually transmissible infections,Syphilis > 2 years or unspecified duration,89,192,NT,5
FN03/2025,Sexually transmissible infections,Syphilis > 2 years or unspecified duration,89,192,QLD,10
FN03/2025,Sexually transmissible infections,Syphilis > 2 years or unspecified duration,89,192,SA,1
FN03/2025,Sexually transmissible infections,Syphilis > 2 years or unspecified duration,89,192,TAS,0
FN03/2025,Sexually transmissible infections,Syphilis > 2 years or unspecified duration,89,192,VIC,52
FN03/2025,Sexually transmissible infections,Syphilis > 2 years or unspecified duration,89,192,WA,5
FN03/2025,Sexually transmissible infections,Syphilis congenital,0,1,ACT,0
FN03/2025,Sexually transmissible infections,Syphilis congenital,0,1,NSW,0
FN03/2025,Sexually transmissible infections,Syphilis congenital,0,1,NT,0
FN03/2025,Sexually transmissible infections,Syphilis congenital,0,1,QLD,0
FN03/2025,Sexually transmissible infections,Syphilis congenital,0,1,SA,0
FN03/2025,Sexually transmissible infections,Syphilis congenital,0,1,TAS,0
FN03/2025,Sexually transmissible infections,Syphilis congenital,0,1,VIC,0
FN03/2025,Sexually transmissible infections,Syphilis congenital,0,1,WA,0
FN03/2025,Vaccine preventable diseases,Diphtheria,1,3,ACT,0
FN03/2025,Vaccine preventable diseases,Diphtheria,1,3,NSW,0
FN03/2025,Vaccine preventable diseases,Diphtheria,1,3,NT,0
FN03/2025,Vaccine preventable diseases,Diphtheria,1,3,QLD,0
FN03/2025,Vaccine preventable diseases,Diphtheria,1,3,SA,0
FN03/2025,Vaccine preventable diseases,Diphtheria,1,3,TAS,0
FN03/2025,Vaccine preventable diseases,Diphtheria,1,3,VIC,0
FN03/2025,Vaccine preventable diseases,Diphtheria,1,3,WA,1
FN03/2025,Vaccine preventable diseases,Haemophilus influenzae type b,0,2,ACT,0
FN03/2025,Vaccine preventable diseases,Haemophilus influenzae type b,0,2,NSW,0
FN03/2025,Vaccine preventable diseases,Haemophilus influenzae type b,0,2,NT,0
FN03/2025,Vaccine preventable diseases,Haemophilus influenzae type b,0,2,QLD,0
FN03/2025,Vaccine preventable diseases,Haemophilus influenzae type b,0,2,SA,0
FN03/2025,Vaccine preventable diseases,Haemophilus influenzae type b,0,2,TAS,0
FN03/2025,Vaccine preventable diseases,Haemophilus influenzae type b,0,2,VIC,0
FN03/2025,Vaccine preventable diseases,Haemophilus influenzae type b,0,2,WA,0
FN03/2025,Vaccine preventable diseases,Measles,3,9,ACT,0
FN03/2025,Vaccine preventable diseases,Measles,3,9,NSW,2
FN03/2025,Vaccine preventable diseases,Measles,3,9,NT,1
FN03/2025,Vaccine preventable diseases,Measles,3,9,QLD,0
FN03/2025,Vaccine preventable diseases,Measles,3,9,SA,0
FN03/2025,Vaccine preventable diseases,Measles,3,9,TAS,0
FN03/2025,Vaccine preventable diseases,Measles,3,9,VIC,0
FN03/2025,Vaccine preventable diseases,Measles,3,9,WA,0
FN03/2025,Vaccine preventable diseases,Meningococcal disease (invasive),3,12,ACT,0
FN03/2025,Vaccine preventable diseases,Meningococcal disease (invasive),3,12,NSW,0
FN03/2025,Vaccine preventable diseases,Meningococcal disease (invasive),3,12,NT,0
FN03/2025,Vaccine preventable diseases,Meningococcal disease (invasive),3,12,QLD,1
FN03/2025,Vaccine preventable diseases,Meningococcal disease (invasive),3,12,SA,0
FN03/2025,Vaccine preventable diseases,Meningococcal disease (invasive),3,12,TAS,0
FN03/2025,Vaccine preventable diseases,Meningococcal disease (invasive),3,12,VIC,1
FN03/2025,Vaccine preventable diseases,Meningococcal disease (invasive),3,12,WA,1
FN03/2025,Vaccine preventable diseases,Mumps,13,19,ACT,0
FN03/2025,Vaccine preventable diseases,Mumps,13,19,NSW,7
FN03/2025,Vaccine preventable diseases,Mumps,13,19,NT,0
FN03/2025,Vaccine preventable diseases,Mumps,13,19,QLD,4
FN03/2025,Vaccine preventable diseases,Mumps,13,19,SA,0
FN03/2025,Vaccine preventable diseases,Mumps,13,19,TAS,0
FN03/2025,Vaccine preventable diseases,Mumps,13,19,VIC,0
FN03/2025,Vaccine preventable diseases,Mumps,13,19,WA,2
FN03/2025,Vaccine preventable diseases,Pneumococcal disease (invasive),43,145,ACT,0
FN03/2025,Vaccine preventable diseases,Pneumococcal disease (invasive),43,145,NSW,9
FN03/2025,Vaccine preventable diseases,Pneumococcal disease (invasive),43,145,NT,4
FN03/2025,Vaccine preventable diseases,Pneumococcal disease (invasive),43,145,QLD,15
FN03/2025,Vaccine preventable diseases,Pneumococcal disease (invasive),43,145,SA,5
FN03/2025,Vaccine preventable diseases,Pneumococcal disease (invasive),43,145,TAS,0
FN03/2025,Vaccine preventable diseases,Pneumococcal disease (invasive),43,145,VIC,6
FN03/2025,Vaccine preventable diseases,Pneumococcal disease (invasive),43,145,WA,4
FN03/2025,Vaccine preventable diseases,Poliovirus infection,0,0,ACT,0
FN03/2025,Vaccine preventable diseases,Poliovirus infection,0,0,NSW,0
FN03/2025,Vaccine preventable diseases,Poliovirus infection,0,0,NT,0
FN03/2025,Vaccine preventable diseases,Poliovirus infection,0,0,QLD,0
FN03/2025,Vaccine preventable diseases,Poliovirus infection,0,0,SA,0
FN03/2025,Vaccine preventable diseases,Poliovirus infection,0,0,TAS,0
FN03/2025,Vaccine preventable diseases,Poliovirus infection,0,0,VIC,0
FN03/2025,Vaccine preventable diseases,Poliovirus infection,0,0,WA,0
FN03/2025,Vaccine preventable diseases,Rotavirus,258,715,ACT,14
FN03/2025,Vaccine preventable diseases,Rotavirus,258,715,NSW,75
FN03/2025,Vaccine preventable diseases,Rotavirus,258,715,NT,6
FN03/2025,Vaccine preventable diseases,Rotavirus,258,715,QLD,49
FN03/2025,Vaccine preventable diseases,Rotavirus,258,715,SA,37
FN03/2025,Vaccine preventable diseases,Rotavirus,258,715,TAS,2
FN03/2025,Vaccine preventable diseases,Rotavirus,258,715,VIC,73
FN03/2025,Vaccine preventable diseases,Rotavirus,258,715,WA,2
FN03/2025,Vaccine preventable diseases,Rubella,0,0,ACT,0
FN03/2025,Vaccine preventable diseases,Rubella,0,0,NSW,0
FN03/2025,Vaccine preventable diseases,Rubella,0,0,NT,0
FN03/2025,Vaccine preventable diseases,Rubella,0,0,QLD,0
FN03/2025,Vaccine preventable diseases,Rubella,0,0,SA,0
FN03/2025,Vaccine preventable diseases,Rubella,0,0,TAS,0
FN03/2025,Vaccine preventable diseases,Rubella,0,0,VIC,0
FN03/2025,Vaccine preventable diseases,Rubella,0,0,WA,0
FN03/2025,Vaccine preventable diseases,Rubella congenital,0,0,ACT,0
FN03/2025,Vaccine preventable diseases,Rubella congenital,0,0,NSW,0
FN03/2025,Vaccine preventable diseases,Rubella congenital,0,0,NT,0
FN03/2025,Vaccine preventable diseases,Rubella congenital,0,0,QLD,0
FN03/2025,Vaccine preventable diseases,Rubella congenital,0,0,SA,0
FN03/2025,Vaccine preventable diseases,Rubella congenital,0,0,TAS,0
FN03/2025,Vaccine preventable diseases,Rubella congenital,0,0,VIC,0
FN03/2025,Vaccine preventable diseases,Rubella congenital,0,0,WA,0
FN03/2025,Vaccine preventable diseases,Tetanus,0,0,ACT,0
FN03/2025,Vaccine preventable diseases,Tetanus,0,0,NSW,0
FN03/2025,Vaccine preventable diseases,Tetanus,0,0,NT,0
FN03/2025,Vaccine preventable diseases,Tetanus,0,0,QLD,0
FN03/2025,Vaccine preventable diseases,Tetanus,0,0,SA,0
FN03/2025,Vaccine preventable diseases,Tetanus,0,0,TAS,0
FN03/2025,Vaccine preventable diseases,Tetanus,0,0,VIC,0
FN03/2025,Vaccine preventable diseases,Tetanus,0,0,WA,0
FN03/2025,Vaccine preventable diseases,Varicella zoster (chickenpox),63,208,ACT,2
FN03/2025,Vaccine preventable diseases,Varicella zoster (chickenpox),63,208,NSW,NA
FN03/2025,Vaccine preventable diseases,Varicella zoster (chickenpox),63,208,NT,2
FN03/2025,Vaccine preventable diseases,Varicella zoster (chickenpox),63,208,QLD,15
FN03/2025,Vaccine preventable diseases,Varicella zoster (chickenpox),63,208,SA,1
FN03/2025,Vaccine preventable diseases,Varicella zoster (chickenpox),63,208,TAS,3
FN03/2025,Vaccine preventable diseases,Varicella zoster (chickenpox),63,208,VIC,20
FN03/2025,Vaccine preventable diseases,Varicella zoster (chickenpox),63,208,WA,20
FN03/2025,Vaccine preventable diseases,Varicella zoster (shingles),338,772,ACT,13
FN03/2025,Vaccine preventable diseases,Varicella zoster (shingles),338,772,NSW,NA
FN03/2025,Vaccine preventable diseases,Varicella zoster (shingles),338,772,NT,6
FN03/2025,Vaccine preventable diseases,Varicella zoster (shingles),338,772,QLD,108
FN03/2025,Vaccine preventable diseases,Varicella zoster (shingles),338,772,SA,36
FN03/2025,Vaccine preventable diseases,Varicella zoster (shingles),338,772,TAS,17
FN03/2025,Vaccine preventable diseases,Varicella zoster (shingles),338,772,VIC,61
FN03/2025,Vaccine preventable diseases,Varicella zoster (shingles),338,772,WA,97
FN03/2025,Vaccine preventable diseases,Varicella zoster (unspecified),919,2106,ACT,25
FN03/2025,Vaccine preventable diseases,Varicella zoster (unspecified),919,2106,NSW,NA
FN03/2025,Vaccine preventable diseases,Varicella zoster (unspecified),919,2106,NT,2
FN03/2025,Vaccine preventable diseases,Varicella zoster (unspecified),919,2106,QLD,304
