disease,year,state,rate_per_100k,count,transmission_mode,subcategory,analysis_suitable,border_sensitive,vaccine_preventable,exclusion_reason,period
Cholera,2019,NSW,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2019,NT,0.41,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2019,QLD,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2019,SA,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2019,TAS,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2019,VIC,0.02,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2019,WA,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2019,AUS,0.01,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2018,ACT,0,0,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2018,NSW,0,0,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2018,NT,0,0,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2018,QLD,0,0,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2018,SA,0,0,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2018,TAS,0,0,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2018,VIC,0,0,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2018,WA,0,0,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2018,AUS,0,0,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2017,ACT,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2017,NSW,0.01,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2017,NT,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2017,QLD,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2017,SA,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2017,TAS,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2017,VIC,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2017,WA,0.04,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2017,AUS,0.01,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2016,ACT,0,1,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2016,NSW,0,1,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2016,NT,0,1,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2016,QLD,0,1,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2016,SA,0,1,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2016,TAS,0,1,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2016,VIC,0.02,1,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2016,WA,0,1,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2016,AUS,0,1,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2015,ACT,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2015,NSW,0.01,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2015,NT,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2015,QLD,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2015,SA,0.06,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2015,TAS,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2015,VIC,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2015,WA,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2015,AUS,0.01,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
COVID-19,2025,ACT,629,185698,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),post_covid
COVID-19,2025,NSW,969,185698,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),post_covid
COVID-19,2025,NT,652,185698,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),post_covid
COVID-19,2025,QLD,684,185698,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),post_covid
COVID-19,2025,SA,609,185698,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),post_covid
COVID-19,2025,TAS,519,185698,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),post_covid
COVID-19,2025,VIC,489,185698,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),post_covid
COVID-19,2025,WA,407,185698,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),post_covid
COVID-19,2025,AUS,697,185698,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),post_covid
COVID-19,2024,ACT,1010,341894,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),post_covid
COVID-19,2024,NSW,1579,341894,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),post_covid
COVID-19,2024,NT,1111,341894,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),post_covid
COVID-19,2024,QLD,1319,341894,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),post_covid
COVID-19,2024,SA,2347,341894,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),post_covid
COVID-19,2024,TAS,2114,341894,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),post_covid
COVID-19,2024,VIC,778,341894,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),post_covid
COVID-19,2024,WA,543,341894,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),post_covid
COVID-19,2024,AUS,1284,341894,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),post_covid
COVID-19,2023,ACT,4996,864416,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),post_covid
COVID-19,2023,NSW,3714,864416,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),post_covid
COVID-19,2023,NT,2634,864416,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),post_covid
COVID-19,2023,QLD,2569,864416,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),post_covid
COVID-19,2023,SA,5134,864416,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),post_covid
COVID-19,2023,TAS,6000,864416,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),post_covid
COVID-19,2023,VIC,2337,864416,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),post_covid
COVID-19,2023,WA,3313,864416,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),post_covid
COVID-19,2023,AUS,3246,864416,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),post_covid
COVID-19,2022,ACT,48367,10295709,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),transition
COVID-19,2022,NSW,41241,10295709,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),transition
COVID-19,2022,NT,41217,10295709,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),transition
COVID-19,2022,QLD,29825,10295709,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),transition
COVID-19,2022,SA,46649,10295709,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),transition
COVID-19,2022,TAS,48958,10295709,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),transition
COVID-19,2022,VIC,39535,10295709,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),transition
COVID-19,2022,WA,45348,10295709,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),transition
COVID-19,2022,AUS,39584,10295709,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),transition
COVID-19,2021,ACT,1412,538655,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),covid_acute
COVID-19,2021,NSW,3461,538655,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),covid_acute
COVID-19,2021,NT,302,538655,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),covid_acute
COVID-19,2021,QLD,606,538655,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),covid_acute
COVID-19,2021,SA,1030,538655,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),covid_acute
COVID-19,2021,TAS,287,538655,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),covid_acute
COVID-19,2021,VIC,3045,538655,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),covid_acute
COVID-19,2021,WA,2,538655,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),covid_acute
COVID-19,2021,AUS,2098,538655,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),covid_acute
COVID-19,2020,ACT,36,28177,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),covid_acute
COVID-19,2020,NSW,62,28177,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),covid_acute
COVID-19,2020,NT,32,28177,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),covid_acute
COVID-19,2020,QLD,25,28177,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),covid_acute
COVID-19,2020,SA,34,28177,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),covid_acute
COVID-19,2020,TAS,44,28177,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),covid_acute
COVID-19,2020,VIC,313,28177,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),covid_acute
COVID-19,2020,WA,0.07,28177,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),covid_acute
COVID-19,2020,AUS,110,28177,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),covid_acute
COVID-19,2019,ACT,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2019,NSW,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2019,NT,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2019,QLD,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2019,SA,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2019,TAS,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2019,VIC,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2019,WA,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2019,AUS,NA,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2018,ACT,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2018,NSW,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2018,NT,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2018,QLD,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2018,SA,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2018,TAS,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2018,VIC,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2018,WA,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2018,AUS,NA,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2017,ACT,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2017,NSW,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2017,NT,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2017,QLD,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2017,SA,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2017,TAS,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2017,VIC,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2017,WA,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2017,AUS,NA,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2016,ACT,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2016,NSW,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2016,NT,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2016,QLD,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2016,SA,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2016,TAS,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2016,VIC,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2016,WA,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2016,AUS,NA,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2015,ACT,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2015,NSW,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2015,NT,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2015,QLD,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2015,SA,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2015,TAS,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2015,VIC,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2015,WA,0,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
COVID-19,2015,AUS,NA,0,other,pandemic,FALSE,FALSE,FALSE,Pandemic pathogen (not a disrupted disease),baseline
Cryptosporidiosis,2025,ACT,9,4868,enteric,parasitic_enteric,TRUE,FALSE,FALSE,NA,post_covid
Cryptosporidiosis,2025,NSW,16,4868,enteric,parasitic_enteric,TRUE,FALSE,FALSE,NA,post_covid
Cryptosporidiosis,2025,NT,30,4868,enteric,parasitic_enteric,TRUE,FALSE,FALSE,NA,post_covid
Cryptosporidiosis,2025,QLD,13,4868,enteric,parasitic_enteric,TRUE,FALSE,FALSE,NA,post_covid
Cryptosporidiosis,2025,SA,17,4868,enteric,parasitic_enteric,TRUE,FALSE,FALSE,NA,post_covid
Cryptosporidiosis,2025,TAS,7,4868,enteric,parasitic_enteric,TRUE,FALSE,FALSE,NA,post_covid
Cryptosporidiosis,2025,VIC,16,4868,enteric,parasitic_enteric,TRUE,FALSE,FALSE,NA,post_covid
Cryptosporidiosis,2025,WA,42,4868,enteric,parasitic_enteric,TRUE,FALSE,FALSE,NA,post_covid
Cryptosporidiosis,2025,AUS,18,4868,enteric,parasitic_enteric,TRUE,FALSE,FALSE,NA,post_covid
Cryptosporidiosis,2024,ACT,53,14029,enteric,parasitic_enteric,TRUE,FALSE,FALSE,NA,post_covid
Cryptosporidiosis,2024,NSW,41,14029,enteric,parasitic_enteric,TRUE,FALSE,FALSE,NA,post_covid
Cryptosporidiosis,2024,NT,33,14029,enteric,parasitic_enteric,TRUE,FALSE,FALSE,NA,post_covid
Cryptosporidiosis,2024,QLD,111,14029,enteric,parasitic_enteric,TRUE,FALSE,FALSE,NA,post_covid
Cryptosporidiosis,2024,SA,39,14029,enteric,parasitic_enteric,TRUE,FALSE,FALSE,NA,post_covid
Cryptosporidiosis,2024,TAS,20,14029,enteric,parasitic_enteric,TRUE,FALSE,FALSE,NA,post_covid
Cryptosporidiosis,2024,VIC,34,14029,enteric,parasitic_enteric,TRUE,FALSE,FALSE,NA,post_covid
Cryptosporidiosis,2024,WA,27,14029,enteric,parasitic_enteric,TRUE,FALSE,FALSE,NA,post_covid
Cryptosporidiosis,2024,AUS,53,14029,enteric,parasitic_enteric,TRUE,FALSE,FALSE,NA,post_covid
Cryptosporidiosis,2023,ACT,6,3719,enteric,parasitic_enteric,TRUE,FALSE,FALSE,NA,post_covid
Cryptosporidiosis,2023,NSW,11,3719,enteric,parasitic_enteric,TRUE,FALSE,FALSE,NA,post_covid
