disease,year,month,period,observed,expected,expected_lo95,expected_hi95,oe_ratio,pct_change,below_pi95,above_pi95,deficit,excess,cum_deficit,cum_excess,cum_net
Influenza (laboratory confirmed),2025,5,post_covid,0,9088.998802929766,742.2995587128095,985831.7167146908,0,-100,TRUE,FALSE,9088.998802929766,0,362612.9272636199,563606.93968649,200994.0124228701
Influenza (laboratory confirmed),2025,6,post_covid,0,14168.991609330284,966.7349770385194,3128069.8246629285,0,-100,TRUE,FALSE,14168.991609330284,0,376781.9188729502,563606.93968649,186825.0208135398
Influenza (laboratory confirmed),2025,7,post_covid,0,18734.6351405416,1137.6796064962234,7018674.718064675,0,-100,TRUE,FALSE,18734.6351405416,0,395516.5540134918,563606.93968649,168090.3856729982
Influenza (laboratory confirmed),2025,8,post_covid,0,30375.782352454284,1509.1074813389691,33604853.81074355,0,-100,TRUE,FALSE,30375.782352454284,0,425892.33636594604,563606.93968649,137714.60332054395
Influenza (laboratory confirmed),2025,9,post_covid,0,21859.030387041126,1240.316170728751,11490947.748170191,0,-100,TRUE,FALSE,21859.030387041126,0,447751.3667529872,563606.93968649,115855.57293350279
Influenza (laboratory confirmed),2025,10,post_covid,0,8058.101890290852,668.8052149007626,824377.5298126392,0,-100,TRUE,FALSE,8058.101890290852,0,455809.468643278,563606.93968649,107797.47104321199
Influenza (laboratory confirmed),2025,11,post_covid,0,5188.091241776983,502.55897173259814,314475.0029528897,0,-100,TRUE,FALSE,5188.091241776983,0,460997.559885055,563606.93968649,102609.37980143499
Influenza (laboratory confirmed),2025,12,post_covid,0,4449.041310622266,453.9722891645358,229211.76833555097,0,-100,TRUE,FALSE,4449.041310622266,0,465446.6011956773,563606.93968649,98160.33849081269
Meningococcal disease (invasive),2020,3,covid_acute,6,16.079093549198472,9.05133707820147,34.157006264060406,0.37315536361806256,-62.68446363819374,TRUE,FALSE,10.079093549198472,0,10.079093549198472,0,-10.079093549198472
Meningococcal disease (invasive),2020,4,covid_acute,7,17.01842321665132,8.881009262697646,41.4410361949388,0.41131895187275613,-58.86810481272439,TRUE,FALSE,10.018423216651321,0,20.097516765849793,0,-20.097516765849793
Meningococcal disease (invasive),2020,5,covid_acute,4,19.314153166522665,9.00769240078706,58.998900665500415,0.20710201299082703,-79.2897987009173,TRUE,FALSE,15.314153166522665,0,35.41166993237246,0,-35.41166993237246
Meningococcal disease (invasive),2020,6,covid_acute,7,18.859552195849822,8.716278655567113,58.75837829685522,0.3711646982551579,-62.883530174484214,TRUE,FALSE,11.859552195849822,0,47.27122212822228,0,-47.27122212822228
Meningococcal disease (invasive),2020,7,covid_acute,8,19.20613129112728,8.832544704466404,60.49347460570776,0.4165336516102952,-58.34663483897048,TRUE,FALSE,11.206131291127281,0,58.47735341934956,0,-58.47735341934956
Meningococcal disease (invasive),2020,8,covid_acute,7,21.32791801317275,9.52733505524742,71.70903841136844,0.3282083134264017,-67.17916865735984,TRUE,FALSE,14.327918013172749,0,72.80527143252232,0,-72.80527143252232
Meningococcal disease (invasive),2020,9,covid_acute,4,19.540337365503873,8.943897050533375,62.19198674459631,0.20470475638058944,-79.52952436194106,TRUE,FALSE,15.540337365503873,0,88.34560879802618,0,-88.34560879802618
Meningococcal disease (invasive),2020,10,covid_acute,10,15.989354454710728,7.720198445782216,45.387387165470926,0.6254161184758672,-37.45838815241328,FALSE,FALSE,5.989354454710728,0,94.33496325273691,0,-94.33496325273691
Meningococcal disease (invasive),2020,11,covid_acute,4,15.496369919364072,7.542671811900916,43.26455783484209,0.2581249686742215,-74.18750313257785,TRUE,FALSE,11.496369919364072,0,105.83133317210098,0,-105.83133317210098
Meningococcal disease (invasive),2020,12,covid_acute,7,13.209094124114852,6.691000131862873,34.05247967176973,0.5299379302037545,-47.00620697962455,FALSE,FALSE,6.209094124114852,0,112.04042729621584,0,-112.04042729621584
Meningococcal disease (invasive),2021,1,covid_acute,5,14.42379608473846,7.14925001979381,38.81575419924727,0.34664938207843937,-65.33506179215607,TRUE,FALSE,9.42379608473846,0,121.4642233809543,0,-121.4642233809543
Meningococcal disease (invasive),2021,2,covid_acute,4,14.975660386707595,7.352932634831057,41.07594092299912,0.2671000741677076,-73.28999258322924,TRUE,FALSE,10.975660386707595,0,132.43988376766188,0,-132.43988376766188
Meningococcal disease (invasive),2021,3,covid_acute,9,16.493529466201846,7.633228090684802,51.233127949933,0.5456685313136033,-45.433146868639675,FALSE,FALSE,7.493529466201846,0,139.93341323386375,0,-139.93341323386375
Meningococcal disease (invasive),2021,4,covid_acute,8,16.911224395007626,7.705913666212513,54.36307830389051,0.473058591923225,-52.694140807677506,FALSE,FALSE,8.911224395007626,0,148.84463762887137,0,-148.84463762887137
Meningococcal disease (invasive),2021,5,covid_acute,8,17.859706594960336,7.915466126469119,61.14723643622571,0.4479356901785523,-55.206430982144774,FALSE,FALSE,9.859706594960336,0,158.7043442238317,0,-158.7043442238317
Meningococcal disease (invasive),2021,6,covid_acute,8,17.679375875319334,7.837918906404807,60.4873704185458,0.45250466172666853,-54.74953382733314,FALSE,FALSE,9.679375875319334,0,168.38372009915102,0,-168.38372009915102
Meningococcal disease (invasive),2021,7,covid_acute,3,17.817170466112525,7.881595043625519,61.271397592626016,0.16837690393689997,-83.16230960631,TRUE,FALSE,14.817170466112525,0,183.20089056526356,0,-183.20089056526356
Meningococcal disease (invasive),2021,8,covid_acute,7,18.619199045189273,8.133159386447955,65.94821072635254,0.37595602168550973,-62.40439783144903,TRUE,FALSE,11.619199045189273,0,194.82008961045284,0,-194.82008961045284
Meningococcal disease (invasive),2021,9,covid_acute,3,17.948150227358035,7.922985590125023,62.02190540815667,0.167148144070421,-83.2851855929579,TRUE,FALSE,14.948150227358035,0,209.76823983781085,0,-209.76823983781085
Meningococcal disease (invasive),2021,10,covid_acute,4,16.45262735372844,7.442920902754698,53.75308834887452,0.24312226333221684,-75.68777366677831,TRUE,FALSE,12.452627353728442,0,222.2208671915393,0,-222.2208671915393
Meningococcal disease (invasive),2021,11,covid_acute,7,16.22466736872892,7.3682574470725966,52.54950013568828,0.43144181886228694,-56.855818113771306,TRUE,FALSE,9.22466736872892,0,231.44553456026821,0,-231.44553456026821
Meningococcal disease (invasive),2021,12,covid_acute,8,15.08699003963655,6.989365026052656,46.76037475146498,0.5302581879475227,-46.97418120524773,FALSE,FALSE,7.08699003963655,0,238.53252459990478,0,-238.53252459990478
Meningococcal disease (invasive),2022,1,transition,4,15.7085021511102,7.197670488740121,49.87840332464996,0.2546391732019656,-74.53608267980344,TRUE,FALSE,11.7085021511102,0,250.24102675101497,0,-250.24102675101497
Meningococcal disease (invasive),2022,2,transition,8,15.9776611583487,7.286891933182342,51.261944590536515,0.5006990648202484,-49.93009351797516,FALSE,FALSE,7.977661158348701,0,258.21868790936367,0,-258.21868790936367
Meningococcal disease (invasive),2022,3,transition,2,16.680129290659703,7.47134488252889,55.73593699758905,0.11990314734070624,-88.00968526592938,TRUE,FALSE,14.680129290659703,0,272.89881720002336,0,-272.89881720002336
Meningococcal disease (invasive),2022,4,transition,6,16.8644910105711,7.518578701434458,56.96028543234365,0.3557771175091525,-64.42228824908476,TRUE,FALSE,10.8644910105711,0,283.76330821059446,0,-283.76330821059446
Meningococcal disease (invasive),2022,5,transition,15,17.270076968142806,7.630038988472895,59.56271570619542,0.8685543224659452,-13.14456775340548,FALSE,FALSE,2.2700769681428064,0,286.03338517873726,0,-286.03338517873726
Meningococcal disease (invasive),2022,6,transition,9,17.19430917471507,7.602422937185304,59.195258371445526,0.5234289966842556,-47.65710033157443,FALSE,FALSE,8.19430917471507,0,294.22769435345236,0,-294.22769435345236
Meningococcal disease (invasive),2022,7,transition,18,17.252260295908332,7.620738115675747,59.52722159167971,1.0433415501080172,4.334155010801727,FALSE,FALSE,0,0.7477397040916678,294.22769435345236,0.7477397040916678,-293.4799546493607
Meningococcal disease (invasive),2022,8,transition,9,17.582608494627127,7.724673807306797,61.439572030871616,0.5118694420540735,-48.81305579459265,FALSE,FALSE,8.582608494627127,0,302.81030284807946,0.7477397040916678,-302.0625631439878
Meningococcal disease (invasive),2022,9,transition,17,17.307014004449744,7.63802005717637,59.841828277626746,0.9822607178586202,-1.7739282141379729,FALSE,FALSE,0.30701400444974425,0,303.11731685252926,0.7477397040916678,-302.3695771484376
Meningococcal disease (invasive),2022,10,transition,5,16.661878420734737,7.432977663542781,56.19381033705801,0.30008621319537365,-69.99137868046263,TRUE,FALSE,11.661878420734737,0,314.77919527326395,0.7477397040916678,-314.0314555691723
Meningococcal disease (invasive),2022,11,transition,13,16.559500760972846,7.400149910483404,55.6266251598076,0.7850478216491998,-21.495217835080012,FALSE,FALSE,3.5595007609728455,0,318.3386960342368,0.7477397040916678,-317.59095633014516
Meningococcal disease (invasive),2022,12,transition,17,16.03102653077434,7.229396805327403,52.7491270493885,1.060443632063458,6.044363206345809,FALSE,FALSE,0,0.9689734692256593,318.3386960342368,1.716713173317327,-316.6219828609195
Meningococcal disease (invasive),2023,1,post_covid,9,16.323444197662038,7.324149027526883,54.33094040804699,0.5513542295987415,-44.86457704012585,FALSE,FALSE,7.323444197662038,0,325.66214023189883,1.716713173317327,-323.9454270585815
Meningococcal disease (invasive),2023,2,post_covid,6,16.44728442051373,7.364074609119411,55.0085845608288,0.3648018631280282,-63.51981368719718,TRUE,FALSE,10.447284420513729,0,336.1094246524126,1.716713173317327,-334.3927114790953
Meningococcal disease (invasive),2023,3,post_covid,8,16.762941317927744,7.456666606788316,56.908301046404,0.47724321455710794,-52.27567854428921,FALSE,FALSE,8.762941317927744,0,344.8723659703403,1.716713173317327,-343.155652797023
Meningococcal disease (invasive),2023,4,post_covid,9,16.84404404992575,7.480232172725714,57.404447991514246,0.5343134922542353,-46.56865077457647,FALSE,FALSE,7.844044049925749,0,352.7164100202661,1.716713173317327,-350.9996968469488
Meningococcal disease (invasive),2023,5,post_covid,20,17.020021838808365,7.532789103633669,58.46123464328467,1.175086623825406,17.508662382540603,FALSE,FALSE,0,2.979978161191635,352.7164100202661,4.696691334508962,-348.01971868575714
Meningococcal disease (invasive),2023,6,post_covid,15,16.987398418297907,7.521761896910877,58.287834814939735,0.8830074877058756,-11.69925122941244,FALSE,FALSE,1.9873984182979072,0,354.70380843856395,4.696691334508962,-350.007117104055
Meningococcal disease (invasive),2023,7,post_covid,19,17.01236074434126,7.529670182016275,58.43002846978842,1.116835005178213,11.683500517821296,FALSE,FALSE,0,1.9876392556587383,354.70380843856395,6.684330590167701,-348.01947784839626
Meningococcal disease (invasive),2023,8,post_covid,10,17.153396491391906,7.574264338937724,59.23706941000604,0.5829749230724249,-41.70250769275751,FALSE,FALSE,7.153396491391906,0,361.85720492995586,6.684330590167701,-355.17287433978817
Meningococcal disease (invasive),2023,9,post_covid,9,17.035884604095177,7.53711848865461,58.56420594797457,0.5282966050284545,-47.170339497154536,FALSE,FALSE,8.035884604095177,0,369.89308953405106,6.684330590167701,-363.20875894388337
Meningococcal disease (invasive),2023,10,post_covid,10,16.7548740554272,7.447871154117439,56.97260118475191,0.5968412515020262,-40.31587484979738,FALSE,FALSE,6.7548740554272015,0,376.64796358947825,6.684330590167701,-369.96363299931056
Meningococcal disease (invasive),2023,11,post_covid,13,16.709491146190796,7.433401832666861,56.71785305729847,0.7780009508526275,-22.19990491473725,FALSE,FALSE,3.7094911461907962,0,380.3574547356691,6.684330590167701,-373.6731241455014
Meningococcal disease (invasive),2023,12,post_covid,13,16.47164338181037,7.357311690980178,55.39310540446533,0.7892351539346641,-21.076484606533583,FALSE,FALSE,3.4716433818103702,0,383.8290981174794,6.684330590167701,-377.14476752731173
Meningococcal disease (invasive),2024,1,post_covid,8,16.60399996533723,7.399707627171467,56.12815142002386,0.48181161266567846,-51.81883873343216,FALSE,FALSE,8.60399996533723,0,392.4330980828167,6.684330590167701,-385.748767492649
Meningococcal disease (invasive),2024,2,post_covid,3,16.65949171723134,7.417442468173788,56.43792637359948,0.18007752282724346,-81.99224771727566,TRUE,FALSE,13.65949171723134,0,406.092589800048,6.684330590167701,-399.4082592098803
Meningococcal disease (invasive),2024,3,post_covid,10,16.799458516944505,7.460411297343338,57.25287254079237,0.5952572810554376,-40.47427189445624,FALSE,FALSE,6.7994585169445045,0,412.8920483169925,6.684330590167701,-406.2077177268248
Meningococcal disease (invasive),2024,4,post_covid,11,16.83508390545671,7.471305829615643,57.46170181538635,0.6533973968751412,-34.66026031248588,FALSE,FALSE,5.83508390545671,0,418.7271322224492,6.684330590167701,-412.0428016322815
Meningococcal disease (invasive),2024,5,post_covid,5,16.9119195465254,7.495076256189672,57.90811897360924,0.2956494670072661,-70.43505329927339,TRUE,FALSE,11.9119195465254,0,430.63905176897464,6.684330590167701,-423.95472117880695
Meningococcal disease (invasive),2024,6,post_covid,15,16.89772317473266,7.490438697237818,57.82993812544335,0.8876935575811571,-11.230644241884292,FALSE,FALSE,1.8977231747326613,0,432.53677494370726,6.684330590167701,-425.85244435353957
Meningococcal disease (invasive),2024,7,post_covid,12,16.90858769349851,7.49388668567992,57.89157625420754,0.7096985400273317,-29.03014599726684,FALSE,FALSE,4.908587693498511,0,437.4453626372058,6.684330590167701,-430.7610320470381
Meningococcal disease (invasive),2024,8,post_covid,22,16.96973506595371,7.513276019617347,58.239171983084304,1.2964256610074298,29.642566100742982,FALSE,FALSE,0,5.03026493404629,437.4453626372058,11.71459552421399,-425.73076711299177
Meningococcal disease (invasive),2024,9,post_covid,17,16.91881457184545,7.497131500204535,57.949630403738,1.004798529341982,0.47985293419819064,FALSE,FALSE,0,0.08118542815455143,437.4453626372058,11.795780952368542,-425.64958168483724
Meningococcal disease (invasive),2024,10,post_covid,9,16.795907417699897,7.458082970197062,57.25408558037295,0.5358448207755421,-46.41551792244579,FALSE,FALSE,7.7959074176998975,0,445.24127005490567,11.795780952368542,-433.4454891025371
Meningococcal disease (invasive),2024,11,post_covid,12,16.775905236409912,7.4517173247922495,57.14133475001368,0.7153116228837277,-28.468837711627227,FALSE,FALSE,4.775905236409912,0,450.0171752913156,11.795780952368542,-438.22139433894705
