disease,year,state,rate_per_100k,count,transmission_mode,subcategory,analysis_suitable,border_sensitive,vaccine_preventable,exclusion_reason,period
Cholera,2019,NSW,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2019,NT,0.41,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2019,QLD,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2019,SA,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2019,TAS,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2019,VIC,0.02,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2019,WA,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2019,AUS,0.01,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2018,ACT,0,0,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2018,NSW,0,0,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2018,NT,0,0,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2018,QLD,0,0,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2018,SA,0,0,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2018,TAS,0,0,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2018,VIC,0,0,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2018,WA,0,0,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2018,AUS,0,0,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2017,ACT,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2017,NSW,0.01,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2017,NT,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2017,QLD,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2017,SA,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2017,TAS,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2017,VIC,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2017,WA,0.04,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2017,AUS,0.01,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2016,ACT,0,1,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2016,NSW,0,1,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2016,NT,0,1,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2016,QLD,0,1,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2016,SA,0,1,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2016,TAS,0,1,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2016,VIC,0.02,1,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2016,WA,0,1,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2016,AUS,0,1,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2015,ACT,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2015,NSW,0.01,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2015,NT,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2015,QLD,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2015,SA,0.06,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2015,TAS,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2015,VIC,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2015,WA,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2015,AUS,0.01,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,baseline
Cholera,2014,ACT,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2014,NSW,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2014,NT,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2014,QLD,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2014,SA,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2014,TAS,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2014,VIC,0.03,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2014,WA,0,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2014,AUS,0.01,2,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2013,ACT,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2013,NSW,0.03,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2013,NT,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2013,QLD,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2013,SA,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2013,TAS,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2013,VIC,0.02,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2013,WA,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2013,AUS,0.01,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2012,ACT,0,5,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2012,NSW,0.03,5,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2012,NT,0,5,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2012,QLD,0.02,5,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2012,SA,0.12,5,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2012,TAS,0,5,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2012,VIC,0,5,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2012,WA,0,5,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2012,AUS,0.02,5,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2011,ACT,0,6,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2011,NSW,0,6,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2011,NT,0,6,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2011,QLD,0.11,6,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2011,SA,0,6,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2011,TAS,0,6,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2011,VIC,0,6,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2011,WA,0.04,6,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2011,AUS,0.03,6,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2010,ACT,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2010,NSW,0.03,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2010,NT,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2010,QLD,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2010,SA,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2010,TAS,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2010,VIC,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2010,WA,0.04,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2010,AUS,0.01,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2009,ACT,0,4,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2009,NSW,0.04,4,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2009,NT,0,4,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2009,QLD,0,4,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2009,SA,0,4,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2009,TAS,0,4,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2009,VIC,0.02,4,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2009,WA,0,4,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2009,AUS,0.02,4,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2008,ACT,0,4,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2008,NSW,0.03,4,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2008,NT,0,4,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2008,QLD,0,4,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2008,SA,0,4,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2008,TAS,0,4,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2008,VIC,0,4,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2008,WA,0.09,4,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2008,AUS,0.02,4,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2007,ACT,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2007,NSW,0.03,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2007,NT,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2007,QLD,0.02,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2007,SA,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2007,TAS,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2007,VIC,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2007,WA,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2007,AUS,0.01,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2006,ACT,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2006,NSW,0.04,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2006,NT,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2006,QLD,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2006,SA,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2006,TAS,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2006,VIC,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2006,WA,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2006,AUS,0.01,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2005,ACT,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2005,NSW,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2005,NT,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2005,QLD,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2005,SA,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2005,TAS,0,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2005,VIC,0.04,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2005,WA,0.05,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2005,AUS,0.01,3,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2004,ACT,0,5,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2004,NSW,0.02,5,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2004,NT,0,5,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2004,QLD,0.03,5,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2004,SA,0,5,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2004,TAS,0,5,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2004,VIC,0.04,5,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2004,WA,0.05,5,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2004,AUS,0.03,5,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2003,ACT,0,1,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2003,NSW,0,1,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2003,NT,0,1,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2003,QLD,0,1,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2003,SA,0.07,1,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2003,TAS,0,1,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2003,VIC,0,1,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2003,WA,0,1,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2003,AUS,0.01,1,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2002,ACT,0,5,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2002,NSW,0.02,5,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2002,NT,0,5,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2002,QLD,0,5,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2002,SA,0.2,5,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2002,TAS,0,5,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2002,VIC,0.02,5,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2002,WA,0,5,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
Cholera,2002,AUS,0.03,5,enteric,bacterial_enteric,FALSE,TRUE,FALSE,Insufficient pre-COVID baseline data,historical
