disease,year,period,rate_per_100k,count,transmission_mode,border_sensitive,vaccine_preventable,count_tier,baseline_mean_rate,oe_ratio,pct_change,year_trajectory,was_suppressed,nadir_oe,nadir_year,recovery_from_nadir
Dengue virus infection,2021,covid_acute,0.04,9,vector_borne,TRUE,FALSE,high,6.2,0.0064516129032258,-99.35483870967742,sustained_suppression,TRUE,0.0064516129032258,2021,0
Dengue virus infection,2020,covid_acute,0.9,230,vector_borne,TRUE,FALSE,high,6.2,0.14516129032258066,-85.48387096774192,sustained_suppression,TRUE,0.0064516129032258,2021,13.961038961038962
Diphtheria,2025,post_covid,0.09,25,respiratory,FALSE,TRUE,ultra_low,0.028,3.214285714285714,221.42857142857144,insufficient_data,FALSE,1.0714285714285714,2021,NA
Diphtheria,2024,post_covid,0.03,9,respiratory,FALSE,TRUE,ultra_low,0.028,1.0714285714285714,7.142857142857137,insufficient_data,FALSE,1.0714285714285714,2021,NA
Diphtheria,2023,post_covid,0.05,12,respiratory,FALSE,TRUE,ultra_low,0.028,1.7857142857142858,78.57142857142858,insufficient_data,FALSE,1.0714285714285714,2021,NA
Diphtheria,2022,transition,0.12,31,respiratory,FALSE,TRUE,ultra_low,0.028,4.285714285714286,328.57142857142856,insufficient_data,FALSE,1.0714285714285714,2021,NA
Diphtheria,2021,covid_acute,0.03,7,respiratory,FALSE,TRUE,ultra_low,0.028,1.0714285714285714,7.142857142857137,insufficient_data,FALSE,1.0714285714285714,2021,NA
Diphtheria,2020,covid_acute,0.04,10,respiratory,FALSE,TRUE,ultra_low,0.028,1.4285714285714286,42.857142857142854,insufficient_data,FALSE,1.0714285714285714,2021,NA
Flavivirus infection (unspecified),2025,post_covid,0.11,29,vector_borne,FALSE,FALSE,low,0.134,0.8208955223880596,-17.910447761194035,partial_recovery,TRUE,0.14925373134328357,2021,78.94736842105262
Flavivirus infection (unspecified),2024,post_covid,0.07,18,vector_borne,FALSE,FALSE,low,0.134,0.5223880597014926,-47.76119402985074,partial_recovery,TRUE,0.14925373134328357,2021,43.85964912280703
Flavivirus infection (unspecified),2023,post_covid,0.06,15,vector_borne,FALSE,FALSE,low,0.134,0.4477611940298507,-55.223880597014926,sustained_suppression,TRUE,0.14925373134328357,2021,35.08771929824561
Flavivirus infection (unspecified),2022,transition,0.02,4,vector_borne,FALSE,FALSE,low,0.134,0.14925373134328357,-85.07462686567165,sustained_suppression,TRUE,0.14925373134328357,2021,0
Flavivirus infection (unspecified),2021,covid_acute,0.02,4,vector_borne,FALSE,FALSE,low,0.134,0.14925373134328357,-85.07462686567165,sustained_suppression,TRUE,0.14925373134328357,2021,0
Flavivirus infection (unspecified),2020,covid_acute,0.05,13,vector_borne,FALSE,FALSE,low,0.134,0.373134328358209,-62.68656716417911,sustained_suppression,TRUE,0.14925373134328357,2021,26.315789473684216
Gonococcal infection,2025,post_covid,160,42582,STI,FALSE,FALSE,high,110.6,1.4466546112115732,44.66546112115733,overshoot,FALSE,0.9403254972875228,2021,NA
Gonococcal infection,2024,post_covid,167,44534,STI,FALSE,FALSE,high,110.6,1.5099457504520797,50.99457504520797,overshoot,FALSE,0.9403254972875228,2021,NA
Gonococcal infection,2023,post_covid,151,40317,STI,FALSE,FALSE,high,110.6,1.3652802893309224,36.52802893309223,overshoot,FALSE,0.9403254972875228,2021,NA
Gonococcal infection,2022,transition,128,33172,STI,FALSE,FALSE,high,110.6,1.1573236889692586,15.732368896925866,returned,FALSE,0.9403254972875228,2021,NA
Gonococcal infection,2021,covid_acute,104,26612,STI,FALSE,FALSE,high,110.6,0.9403254972875228,-5.967450271247735,returned,FALSE,0.9403254972875228,2021,NA
Gonococcal infection,2020,covid_acute,116,29815,STI,FALSE,FALSE,high,110.6,1.0488245931283906,4.882459312839065,returned,FALSE,0.9403254972875228,2021,NA
Haemolytic uraemic syndrome (HUS),2025,post_covid,0.06,15,enteric,FALSE,FALSE,low,0.068,0.8823529411764705,-11.764705882352953,partial_recovery,TRUE,0.4411764705882352,2021,78.94736842105262
Haemolytic uraemic syndrome (HUS),2024,post_covid,0.04,11,enteric,FALSE,FALSE,low,0.068,0.5882352941176471,-41.1764705882353,partial_recovery,TRUE,0.4411764705882352,2021,26.315789473684227
Haemolytic uraemic syndrome (HUS),2023,post_covid,0.07,19,enteric,FALSE,FALSE,low,0.068,1.0294117647058825,2.9411764705882377,returned,TRUE,0.4411764705882352,2021,100
Haemolytic uraemic syndrome (HUS),2022,transition,0.05,14,enteric,FALSE,FALSE,low,0.068,0.7352941176470588,-26.47058823529412,partial_recovery,TRUE,0.4411764705882352,2021,52.63157894736842
Haemolytic uraemic syndrome (HUS),2021,covid_acute,0.03,7,enteric,FALSE,FALSE,low,0.068,0.4411764705882352,-55.88235294117647,sustained_suppression,TRUE,0.4411764705882352,2021,0
Haemolytic uraemic syndrome (HUS),2020,covid_acute,0.05,14,enteric,FALSE,FALSE,low,0.068,0.7352941176470588,-26.47058823529412,partial_recovery,TRUE,0.4411764705882352,2021,52.63157894736842
Haemophilus influenzae type b,2025,post_covid,0.03,7,respiratory,FALSE,TRUE,low,0.07400000000000001,0.4054054054054053,-59.45945945945946,sustained_suppression,FALSE,0.945945945945946,2021,NA
Haemophilus influenzae type b,2024,post_covid,0.02,6,respiratory,FALSE,TRUE,low,0.07400000000000001,0.27027027027027023,-72.97297297297297,sustained_suppression,FALSE,0.945945945945946,2021,NA
Haemophilus influenzae type b,2023,post_covid,0.05,12,respiratory,FALSE,TRUE,low,0.07400000000000001,0.6756756756756757,-32.43243243243244,partial_recovery,FALSE,0.945945945945946,2021,NA
Haemophilus influenzae type b,2022,transition,0.04,11,respiratory,FALSE,TRUE,low,0.07400000000000001,0.5405405405405405,-45.94594594594595,partial_recovery,FALSE,0.945945945945946,2021,NA
Haemophilus influenzae type b,2021,covid_acute,0.07,18,respiratory,FALSE,TRUE,low,0.07400000000000001,0.945945945945946,-5.405405405405409,returned,FALSE,0.945945945945946,2021,NA
Haemophilus influenzae type b,2020,covid_acute,0.07,19,respiratory,FALSE,TRUE,low,0.07400000000000001,0.945945945945946,-5.405405405405409,returned,FALSE,0.945945945945946,2021,NA
Hepatitis A,2025,post_covid,0.92,244,enteric,TRUE,TRUE,high,1.038,0.8863198458574181,-11.368015414258188,partial_recovery,TRUE,0.08670520231213873,2021,87.55274261603375
Hepatitis A,2024,post_covid,0.92,245,enteric,TRUE,TRUE,high,1.038,0.8863198458574181,-11.368015414258188,partial_recovery,TRUE,0.08670520231213873,2021,87.55274261603375
Hepatitis A,2023,post_covid,0.81,217,enteric,TRUE,TRUE,high,1.038,0.7803468208092486,-21.96531791907514,partial_recovery,TRUE,0.08670520231213873,2021,75.9493670886076
Hepatitis A,2022,transition,0.55,143,enteric,TRUE,TRUE,high,1.038,0.5298651252408478,-47.01348747591522,partial_recovery,TRUE,0.08670520231213873,2021,48.52320675105486
Hepatitis A,2021,covid_acute,0.09,24,enteric,TRUE,TRUE,high,1.038,0.08670520231213873,-91.32947976878611,sustained_suppression,TRUE,0.08670520231213873,2021,0
Hepatitis A,2020,covid_acute,0.34,86,enteric,TRUE,TRUE,high,1.038,0.3275529865125241,-67.24470134874758,sustained_suppression,TRUE,0.08670520231213873,2021,26.37130801687764
Hepatitis B (newly acquired),2025,post_covid,0.21,56,blood_borne,FALSE,TRUE,moderate,0.626,0.33546325878594246,-66.45367412140575,sustained_suppression,TRUE,0.5111821086261981,2021,-35.947712418300654
Hepatitis B (newly acquired),2024,post_covid,0.3,79,blood_borne,FALSE,TRUE,moderate,0.626,0.4792332268370607,-52.07667731629393,sustained_suppression,TRUE,0.5111821086261981,2021,-6.535947712418294
Hepatitis B (newly acquired),2023,post_covid,0.35,93,blood_borne,FALSE,TRUE,moderate,0.626,0.5591054313099041,-44.08945686900959,partial_recovery,TRUE,0.5111821086261981,2021,9.803921568627441
Hepatitis B (newly acquired),2022,transition,0.24,63,blood_borne,FALSE,TRUE,moderate,0.626,0.38338658146964855,-61.66134185303515,sustained_suppression,TRUE,0.5111821086261981,2021,-26.1437908496732
Hepatitis B (newly acquired),2021,covid_acute,0.32,82,blood_borne,FALSE,TRUE,moderate,0.626,0.5111821086261981,-48.88178913738019,partial_recovery,TRUE,0.5111821086261981,2021,0
Hepatitis B (newly acquired),2020,covid_acute,0.5,127,blood_borne,FALSE,TRUE,moderate,0.626,0.7987220447284346,-20.12779552715655,partial_recovery,TRUE,0.5111821086261981,2021,58.82352941176472
Hepatitis B (unspecified),2025,post_covid,21,5509,blood_borne,FALSE,FALSE,high,23.8,0.8823529411764706,-11.764705882352944,partial_recovery,TRUE,0.7563025210084033,2021,51.72413793103448
Hepatitis B (unspecified),2024,post_covid,21,5489,blood_borne,FALSE,FALSE,high,23.8,0.8823529411764706,-11.764705882352944,partial_recovery,TRUE,0.7563025210084033,2021,51.72413793103448
Hepatitis B (unspecified),2023,post_covid,19,5163,blood_borne,FALSE,FALSE,high,23.8,0.7983193277310924,-20.16806722689076,partial_recovery,TRUE,0.7563025210084033,2021,17.241379310344808
Hepatitis B (unspecified),2022,transition,19,4831,blood_borne,FALSE,FALSE,high,23.8,0.7983193277310924,-20.16806722689076,partial_recovery,TRUE,0.7563025210084033,2021,17.241379310344808
Hepatitis B (unspecified),2021,covid_acute,18,4552,blood_borne,FALSE,FALSE,high,23.8,0.7563025210084033,-24.369747899159663,partial_recovery,TRUE,0.7563025210084033,2021,0
Hepatitis B (unspecified),2020,covid_acute,19,4910,blood_borne,FALSE,FALSE,high,23.8,0.7983193277310924,-20.16806722689076,partial_recovery,TRUE,0.7563025210084033,2021,17.241379310344808
Hepatitis C (newly acquired),2025,post_covid,3,882,blood_borne,FALSE,FALSE,high,2.8,1.0714285714285714,7.1428571428571495,returned,FALSE,1.0714285714285714,2021,NA
Hepatitis C (newly acquired),2024,post_covid,3,917,blood_borne,FALSE,FALSE,high,2.8,1.0714285714285714,7.1428571428571495,returned,FALSE,1.0714285714285714,2021,NA
Hepatitis C (newly acquired),2023,post_covid,4,989,blood_borne,FALSE,FALSE,high,2.8,1.4285714285714286,42.85714285714287,overshoot,FALSE,1.0714285714285714,2021,NA
Hepatitis C (newly acquired),2022,transition,2,566,blood_borne,FALSE,FALSE,high,2.8,0.7142857142857143,-28.57142857142857,partial_recovery,FALSE,1.0714285714285714,2021,NA
Hepatitis C (newly acquired),2021,covid_acute,3,742,blood_borne,FALSE,FALSE,high,2.8,1.0714285714285714,7.1428571428571495,returned,FALSE,1.0714285714285714,2021,NA
Hepatitis C (newly acquired),2020,covid_acute,3,670,blood_borne,FALSE,FALSE,high,2.8,1.0714285714285714,7.1428571428571495,returned,FALSE,1.0714285714285714,2021,NA
Hepatitis C (unspecified),2025,post_covid,23,6206,blood_borne,FALSE,FALSE,high,40,0.575,-42.5,partial_recovery,TRUE,0.65,2021,-21.42857142857145
Hepatitis C (unspecified),2024,post_covid,25,6561,blood_borne,FALSE,FALSE,high,40,0.625,-37.5,partial_recovery,TRUE,0.65,2021,-7.1428571428571495
Hepatitis C (unspecified),2023,post_covid,25,6700,blood_borne,FALSE,FALSE,high,40,0.625,-37.5,partial_recovery,TRUE,0.65,2021,-7.1428571428571495
Hepatitis C (unspecified),2022,transition,24,6169,blood_borne,FALSE,FALSE,high,40,0.6,-40,partial_recovery,TRUE,0.65,2021,-14.285714285714299
Hepatitis C (unspecified),2021,covid_acute,26,6792,blood_borne,FALSE,FALSE,high,40,0.65,-35,partial_recovery,TRUE,0.65,2021,0
Hepatitis C (unspecified),2020,covid_acute,29,7367,blood_borne,FALSE,FALSE,high,40,0.725,-27.500000000000004,partial_recovery,TRUE,0.65,2021,21.428571428571416
Hepatitis D,2025,post_covid,0.51,135,blood_borne,FALSE,FALSE,moderate,0.27,1.8888888888888888,88.88888888888889,overshoot,FALSE,1.074074074074074,2020,NA
Hepatitis D,2024,post_covid,0.45,121,blood_borne,FALSE,FALSE,moderate,0.27,1.6666666666666663,66.66666666666666,overshoot,FALSE,1.074074074074074,2020,NA
Hepatitis D,2023,post_covid,0.32,85,blood_borne,FALSE,FALSE,moderate,0.27,1.1851851851851851,18.518518518518512,returned,FALSE,1.074074074074074,2020,NA
Hepatitis D,2022,transition,0.27,71,blood_borne,FALSE,FALSE,moderate,0.27,1,0,returned,FALSE,1.074074074074074,2020,NA
Hepatitis D,2021,covid_acute,0.33,85,blood_borne,FALSE,FALSE,moderate,0.27,1.222222222222222,22.22222222222222,overshoot,FALSE,1.074074074074074,2020,NA
Hepatitis D,2020,covid_acute,0.29,75,blood_borne,FALSE,FALSE,moderate,0.27,1.074074074074074,7.407407407407393,returned,FALSE,1.074074074074074,2020,NA
Hepatitis E,2025,post_covid,0.09,25,enteric,TRUE,FALSE,low,0.178,0.5056179775280899,-49.43820224719101,partial_recovery,TRUE,0.11235955056179776,2021,44.30379746835443
Hepatitis E,2024,post_covid,0.07,19,enteric,TRUE,FALSE,low,0.178,0.3932584269662922,-60.67415730337078,sustained_suppression,TRUE,0.11235955056179776,2021,31.645569620253173
Hepatitis E,2023,post_covid,0.14,36,enteric,TRUE,FALSE,low,0.178,0.7865168539325844,-21.34831460674156,partial_recovery,TRUE,0.11235955056179776,2021,75.94936708860762
Hepatitis E,2022,transition,0.05,13,enteric,TRUE,FALSE,low,0.178,0.2808988764044944,-71.91011235955057,sustained_suppression,TRUE,0.11235955056179776,2021,18.987341772151904
Hepatitis E,2021,covid_acute,0.02,6,enteric,TRUE,FALSE,low,0.178,0.11235955056179776,-88.76404494382022,sustained_suppression,TRUE,0.11235955056179776,2021,0
Hepatitis E,2020,covid_acute,0.12,31,enteric,TRUE,FALSE,low,0.178,0.6741573033707865,-32.58426966292135,partial_recovery,TRUE,0.11235955056179776,2021,63.291139240506325
Influenza (laboratory confirmed),2025,post_covid,1888,502913,respiratory,FALSE,TRUE,high,658.8,2.86581663630844,186.581663630844,overshoot,TRUE,0.00455373406193078,2021,100
Influenza (laboratory confirmed),2024,post_covid,1373,365628,respiratory,FALSE,TRUE,high,658.8,2.084092289010322,108.4092289010322,overshoot,TRUE,0.00455373406193078,2021,100
Influenza (laboratory confirmed),2023,post_covid,1086,289153,respiratory,FALSE,TRUE,high,658.8,1.6484517304189437,64.84517304189437,overshoot,TRUE,0.00455373406193078,2021,100
Influenza (laboratory confirmed),2022,transition,898,233452,respiratory,FALSE,TRUE,high,658.8,1.3630843958712813,36.30843958712812,overshoot,TRUE,0.00455373406193078,2021,100
Influenza (laboratory confirmed),2021,covid_acute,3,752,respiratory,FALSE,TRUE,high,658.8,0.00455373406193078,-99.54462659380692,sustained_suppression,TRUE,0.00455373406193078,2021,0
Influenza (laboratory confirmed),2020,covid_acute,83,21357,respiratory,FALSE,TRUE,high,658.8,0.125986642380085,-87.40133576199149,sustained_suppression,TRUE,0.00455373406193078,2021,12.198841110094541
Legionellosis,2025,post_covid,3,808,respiratory,FALSE,FALSE,high,2,1.5,50,overshoot,FALSE,1,2021,NA
Legionellosis,2024,post_covid,3,846,respiratory,FALSE,FALSE,high,2,1.5,50,overshoot,FALSE,1,2021,NA
Legionellosis,2023,post_covid,3,682,respiratory,FALSE,FALSE,high,2,1.5,50,overshoot,FALSE,1,2021,NA
Legionellosis,2022,transition,3,687,respiratory,FALSE,FALSE,high,2,1.5,50,overshoot,FALSE,1,2021,NA
Legionellosis,2021,covid_acute,2,584,respiratory,FALSE,FALSE,high,2,1,0,returned,FALSE,1,2021,NA
Legionellosis,2020,covid_acute,2,528,respiratory,FALSE,FALSE,high,2,1,0,returned,FALSE,1,2021,NA
Leprosy,2025,post_covid,0.08,22,zoonotic,TRUE,FALSE,low,0.05,1.6,60,overshoot,TRUE,0.4,2020,100
Leprosy,2024,post_covid,0.04,10,zoonotic,TRUE,FALSE,low,0.05,0.7999999999999999,-20.000000000000004,partial_recovery,TRUE,0.4,2020,66.66666666666666
Leprosy,2023,post_covid,0.03,8,zoonotic,TRUE,FALSE,low,0.05,0.6,-40.00000000000001,partial_recovery,TRUE,0.4,2020,33.33333333333333
Leprosy,2022,transition,0.03,9,zoonotic,TRUE,FALSE,low,0.05,0.6,-40.00000000000001,partial_recovery,TRUE,0.4,2020,33.33333333333333
Leprosy,2021,covid_acute,0.05,13,zoonotic,TRUE,FALSE,low,0.05,1,0,returned,TRUE,0.4,2020,100
Leprosy,2020,covid_acute,0.02,6,zoonotic,TRUE,FALSE,low,0.05,0.4,-60,sustained_suppression,TRUE,0.4,2020,0
Leptospirosis,2025,post_covid,0.47,126,zoonotic,FALSE,FALSE,moderate,0.464,1.012931034482759,1.2931034482758632,returned,TRUE,0.7327586206896552,2020,100
Leptospirosis,2024,post_covid,0.52,139,zoonotic,FALSE,FALSE,moderate,0.464,1.120689655172414,12.068965517241391,returned,TRUE,0.7327586206896552,2020,100
Leptospirosis,2023,post_covid,0.53,141,zoonotic,FALSE,FALSE,moderate,0.464,1.142241379310345,14.224137931034498,returned,TRUE,0.7327586206896552,2020,100
Leptospirosis,2022,transition,0.8,208,zoonotic,FALSE,FALSE,moderate,0.464,1.7241379310344829,72.4137931034483,overshoot,TRUE,0.7327586206896552,2020,100
Leptospirosis,2021,covid_acute,0.98,251,zoonotic,FALSE,FALSE,moderate,0.464,2.1120689655172415,111.20689655172416,overshoot,TRUE,0.7327586206896552,2020,100
Leptospirosis,2020,covid_acute,0.34,86,zoonotic,FALSE,FALSE,moderate,0.464,0.7327586206896552,-26.724137931034477,partial_recovery,TRUE,0.7327586206896552,2020,0
Listeriosis,2025,post_covid,0.23,60,enteric,FALSE,FALSE,moderate,0.286,0.8041958041958043,-19.58041958041957,partial_recovery,TRUE,0.5944055944055945,2021,51.7241379310345
Listeriosis,2024,post_covid,0.24,63,enteric,FALSE,FALSE,moderate,0.286,0.8391608391608392,-16.08391608391608,partial_recovery,TRUE,0.5944055944055945,2021,60.3448275862069
Listeriosis,2023,post_covid,0.33,88,enteric,FALSE,FALSE,moderate,0.286,1.153846153846154,15.3846153846154,returned,TRUE,0.5944055944055945,2021,100
Listeriosis,2022,transition,0.34,89,enteric,FALSE,FALSE,moderate,0.286,1.188811188811189,18.8811188811189,returned,TRUE,0.5944055944055945,2021,100
Listeriosis,2021,covid_acute,0.17,44,enteric,FALSE,FALSE,moderate,0.286,0.5944055944055945,-40.55944055944055,partial_recovery,TRUE,0.5944055944055945,2021,0
Listeriosis,2020,covid_acute,0.17,43,enteric,FALSE,FALSE,moderate,0.286,0.5944055944055945,-40.55944055944055,partial_recovery,TRUE,0.5944055944055945,2021,0
Malaria,2025,post_covid,2,437,vector_borne,TRUE,FALSE,high,1.396,1.4326647564469914,43.26647564469915,overshoot,TRUE,0.16475644699140404,2021,100
Malaria,2024,post_covid,2,453,vector_borne,TRUE,FALSE,high,1.396,1.4326647564469914,43.26647564469915,overshoot,TRUE,0.16475644699140404,2021,100
Malaria,2023,post_covid,1,392,vector_borne,TRUE,FALSE,high,1.396,0.7163323782234957,-28.366762177650426,partial_recovery,TRUE,0.16475644699140404,2021,66.0377358490566
Malaria,2022,transition,0.79,206,vector_borne,TRUE,FALSE,high,1.396,0.5659025787965617,-43.40974212034383,partial_recovery,TRUE,0.16475644699140404,2021,48.02744425385936
Malaria,2021,covid_acute,0.23,59,vector_borne,TRUE,FALSE,high,1.396,0.16475644699140404,-83.5243553008596,sustained_suppression,TRUE,0.16475644699140404,2021,0
Malaria,2020,covid_acute,0.61,157,vector_borne,TRUE,FALSE,high,1.396,0.4369627507163324,-56.30372492836676,sustained_suppression,TRUE,0.16475644699140404,2021,32.59005145797599
Meningococcal disease (invasive),2025,post_covid,0.44,118,respiratory,FALSE,TRUE,high,1.114,0.3949730700179533,-60.50269299820468,sustained_suppression,TRUE,0.2603231597845601,2021,18.203883495145632
Meningococcal disease (invasive),2024,post_covid,0.51,136,respiratory,FALSE,TRUE,high,1.114,0.4578096947935368,-54.21903052064633,sustained_suppression,TRUE,0.2603231597845601,2021,26.699029126213592
Meningococcal disease (invasive),2023,post_covid,0.54,143,respiratory,FALSE,TRUE,high,1.114,0.4847396768402154,-51.526032315978455,sustained_suppression,TRUE,0.2603231597845601,2021,30.339805825242717
Meningococcal disease (invasive),2022,transition,0.48,125,respiratory,FALSE,TRUE,high,1.114,0.4308797127468581,-56.91202872531419,sustained_suppression,TRUE,0.2603231597845601,2021,23.05825242718446
Meningococcal disease (invasive),2021,covid_acute,0.29,74,respiratory,FALSE,TRUE,high,1.114,0.2603231597845601,-73.96768402154399,sustained_suppression,TRUE,0.2603231597845601,2021,0
Meningococcal disease (invasive),2020,covid_acute,0.35,90,respiratory,FALSE,TRUE,high,1.114,0.31418312387791736,-68.58168761220827,sustained_suppression,TRUE,0.2603231597845601,2021,7.281553398058249
Mumps,2025,post_covid,0.64,171,respiratory,FALSE,TRUE,high,2.538,0.252167060677699,-74.7832939322301,sustained_suppression,TRUE,0.03152088258471237,2021,22.782750203417418
Mumps,2024,post_covid,0.7,187,respiratory,FALSE,TRUE,high,2.538,0.27580772261623326,-72.41922773837668,sustained_suppression,TRUE,0.03152088258471237,2021,25.223759153783565
Mumps,2023,post_covid,0.5,132,respiratory,FALSE,TRUE,high,2.538,0.19700551615445233,-80.29944838455476,sustained_suppression,TRUE,0.03152088258471237,2021,17.087062652563063
Mumps,2022,transition,0.18,47,respiratory,FALSE,TRUE,high,2.538,0.07092198581560284,-92.9078014184397,sustained_suppression,TRUE,0.03152088258471237,2021,4.068348250610254
Mumps,2021,covid_acute,0.08,20,respiratory,FALSE,TRUE,high,2.538,0.03152088258471237,-96.84791174152876,sustained_suppression,TRUE,0.03152088258471237,2021,0
Mumps,2020,covid_acute,0.6,154,respiratory,FALSE,TRUE,high,2.538,0.2364066193853428,-76.35933806146572,sustained_suppression,TRUE,0.03152088258471237,2021,21.155410903173312
Barmah Forest virus infection,2025,post_covid,0.97,259,vector_borne,FALSE,FALSE,high,1.59,0.610062893081761,-38.9937106918239,partial_recovery,FALSE,1.2578616352201255,2021,NA
Barmah Forest virus infection,2024,post_covid,1,315,vector_borne,FALSE,FALSE,high,1.59,0.6289308176100629,-37.106918238993714,partial_recovery,FALSE,1.2578616352201255,2021,NA
Barmah Forest virus infection,2023,post_covid,1,346,vector_borne,FALSE,FALSE,high,1.59,0.6289308176100629,-37.106918238993714,partial_recovery,FALSE,1.2578616352201255,2021,NA
Barmah Forest virus infection,2022,transition,1,342,vector_borne,FALSE,FALSE,high,1.59,0.6289308176100629,-37.106918238993714,partial_recovery,FALSE,1.2578616352201255,2021,NA
Barmah Forest virus infection,2021,covid_acute,2,388,vector_borne,FALSE,FALSE,high,1.59,1.2578616352201255,25.786163522012572,overshoot,FALSE,1.2578616352201255,2021,NA
Barmah Forest virus infection,2020,covid_acute,3,735,vector_borne,FALSE,FALSE,high,1.59,1.8867924528301885,88.67924528301886,overshoot,FALSE,1.2578616352201255,2021,NA
Ornithosis,2025,post_covid,0.14,36,respiratory,FALSE,FALSE,low,0.078,1.794871794871795,79.4871794871795,overshoot,FALSE,1.923076923076923,2021,NA
Ornithosis,2024,post_covid,0.09,25,respiratory,FALSE,FALSE,low,0.078,1.1538461538461535,15.38461538461538,returned,FALSE,1.923076923076923,2021,NA
Ornithosis,2023,post_covid,0.15,40,respiratory,FALSE,FALSE,low,0.078,1.923076923076923,92.3076923076923,overshoot,FALSE,1.923076923076923,2021,NA
Ornithosis,2022,transition,0.17,44,respiratory,FALSE,FALSE,low,0.078,2.1794871794871797,117.94871794871796,overshoot,FALSE,1.923076923076923,2021,NA
Ornithosis,2021,covid_acute,0.15,39,respiratory,FALSE,FALSE,low,0.078,1.923076923076923,92.3076923076923,overshoot,FALSE,1.923076923076923,2021,NA
Ornithosis,2020,covid_acute,0.25,65,respiratory,FALSE,FALSE,low,0.078,3.2051282051282053,220.5128205128205,overshoot,FALSE,1.923076923076923,2021,NA
Paratyphoid,2025,post_covid,0.37,99,enteric,TRUE,FALSE,moderate,0.34,1.088235294117647,8.823529411764696,returned,TRUE,0.0588235294117647,2021,100
Paratyphoid,2024,post_covid,0.41,108,enteric,TRUE,FALSE,moderate,0.34,1.2058823529411764,20.58823529411763,overshoot,TRUE,0.0588235294117647,2021,100
Paratyphoid,2023,post_covid,0.45,120,enteric,TRUE,FALSE,moderate,0.34,1.3235294117647058,32.35294117647059,overshoot,TRUE,0.0588235294117647,2021,100
Paratyphoid,2022,transition,0.2,52,enteric,TRUE,FALSE,moderate,0.34,0.5882352941176471,-41.1764705882353,partial_recovery,TRUE,0.0588235294117647,2021,56.25
Paratyphoid,2021,covid_acute,0.02,4,enteric,TRUE,FALSE,moderate,0.34,0.0588235294117647,-94.11764705882352,sustained_suppression,TRUE,0.0588235294117647,2021,0
Paratyphoid,2020,covid_acute,0.15,39,enteric,TRUE,FALSE,moderate,0.34,0.4411764705882352,-55.88235294117647,sustained_suppression,TRUE,0.0588235294117647,2021,40.62499999999999
Pertussis,2025,post_covid,95,25260,respiratory,FALSE,TRUE,high,65,1.4615384615384617,46.15384615384615,overshoot,TRUE,0.03076923076923077,2021,100
Pertussis,2024,post_covid,215,57257,respiratory,FALSE,TRUE,high,65,3.3076923076923075,230.76923076923077,overshoot,TRUE,0.03076923076923077,2021,100
Pertussis,2023,post_covid,9,2454,respiratory,FALSE,TRUE,high,65,0.13846153846153847,-86.15384615384616,sustained_suppression,TRUE,0.03076923076923077,2021,11.111111111111112
Pertussis,2022,transition,2,484,respiratory,FALSE,TRUE,high,65,0.03076923076923077,-96.92307692307692,sustained_suppression,TRUE,0.03076923076923077,2021,0
Pertussis,2021,covid_acute,2,550,respiratory,FALSE,TRUE,high,65,0.03076923076923077,-96.92307692307692,sustained_suppression,TRUE,0.03076923076923077,2021,0
